"X","adaptive_n_back.hddm_drift","adaptive_n_back.hddm_non_decision","adaptive_n_back.hddm_thresh","adaptive_n_back.mean_load","angling_risk_task_always_sunny.keep_adjusted_clicks","angling_risk_task_always_sunny.keep_loss_percent","angling_risk_task_always_sunny.release_adjusted_clicks","angling_risk_task_always_sunny.release_loss_percent","attention_network_task.alerting_hddm_drift","attention_network_task.conflict_hddm_drift","attention_network_task.hddm_drift","attention_network_task.hddm_non_decision","attention_network_task.hddm_thresh","attention_network_task.orienting_hddm_drift","bickel_titrator.auc_large","bickel_titrator.auc_medium.logTr","bickel_titrator.auc_small.logTr","bickel_titrator.hyp_discount_rate_large.logTr","bickel_titrator.hyp_discount_rate_medium.logTr","choice_reaction_time.hddm_drift","choice_reaction_time.hddm_non_decision","choice_reaction_time.hddm_thresh","cognitive_reflection_survey.correct_proportion","cognitive_reflection_survey.intuitive_proportion","columbia_card_task_cold.avg_cards_chosen","columbia_card_task_cold.gain_sensitivity","columbia_card_task_cold.information_use","columbia_card_task_cold.loss_sensitivity","columbia_card_task_cold.probability_sensitivity","columbia_card_task_hot.avg_cards_chosen","columbia_card_task_hot.gain_sensitivity","columbia_card_task_hot.information_use","columbia_card_task_hot.loss_sensitivity","columbia_card_task_hot.probability_sensitivity","dietary_decision.health_sensitivity","dietary_decision.prop_healthy_choice","dietary_decision.taste_sensitivity","digit_span.forward_span","digit_span.reverse_span","directed_forgetting.hddm_drift","directed_forgetting.hddm_non_decision","directed_forgetting.hddm_thresh","directed_forgetting.proactive_interference_hddm_drift","discount_titrate.hyp_discount_rate_glm.logTr","discount_titrate.hyp_discount_rate_nm","discount_titrate.percent_patient","dot_pattern_expectancy.AY.BY_hddm_drift","dot_pattern_expectancy.BX.BY_hddm_drift","dot_pattern_expectancy.bias","dot_pattern_expectancy.dprime","dot_pattern_expectancy.hddm_drift","dot_pattern_expectancy.hddm_non_decision","dot_pattern_expectancy.hddm_thresh","go_nogo.bias","go_nogo.commission_errors","go_nogo.dprime","hierarchical_rule.score","holt_laury_survey.beta","holt_laury_survey.risk_aversion","holt_laury_survey.safe_choices","information_sampling_task.Decreasing_Win_P_correct","information_sampling_task.Decreasing_Win_motivation","information_sampling_task.Fixed_Win_P_correct","information_sampling_task.Fixed_Win_motivation","keep_track.score","kirby.percent_patient","local_global_letter.conflict_hddm_drift","local_global_letter.global_error_cost","local_global_letter.global_incongruent_errors","local_global_letter.hddm_drift","local_global_letter.hddm_non_decision","local_global_letter.hddm_thresh","local_global_letter.local_error_cost","local_global_letter.local_incongruent_errors","local_global_letter.switch_cost_hddm_drift","motor_selective_stop_signal.SSRT","motor_selective_stop_signal.hddm_drift","motor_selective_stop_signal.hddm_non_decision","motor_selective_stop_signal.hddm_thresh","motor_selective_stop_signal.reactive_control","motor_selective_stop_signal.selective_proactive_control","probabilistic_selection.positive_learning_bias","psychological_refractory_period_two_choices.PRP_slope","ravens.score","recent_probes.hddm_drift","recent_probes.hddm_non_decision","recent_probes.hddm_thresh","recent_probes.proactive_interference_hddm_drift","shape_matching.hddm_drift","shape_matching.hddm_non_decision","shape_matching.hddm_thresh","shape_matching.negative_priming","shape_matching.prime_trials","shape_matching.stimulus_interference_hddm_drift","shift_task.conceptual_responses","shift_task.learning_rate","shift_task.learning_to_learn","shift_task.num_cat_achieved.ReflogTr","shift_task.perseverative_errors","shift_task.perseverative_responses","shift_task.trials_pre_first_cat","simon.hddm_drift","simon.hddm_non_decision","simon.hddm_thresh","simon.simon_hddm_drift","spatial_span.forward_span","spatial_span.reverse_span","stim_selective_stop_signal.SSRT","stim_selective_stop_signal.hddm_drift","stim_selective_stop_signal.hddm_non_decision","stim_selective_stop_signal.hddm_thresh.logTr","stop_signal.SSRT","stop_signal.commission_errors","stop_signal.hddm_drift","stop_signal.hddm_non_decision","stop_signal.hddm_thresh","stop_signal.inhibition_slope","stop_signal.omission_errors","stop_signal.proactive_SSRT_speeding","stop_signal.proactive_slowing","stroop.congruent_errors","stroop.hddm_drift","stroop.hddm_non_decision","stroop.hddm_thresh","stroop.stroop_hddm_drift","threebytwo.cue_switch_cost_hddm_drift_100.0","threebytwo.cue_switch_cost_hddm_drift_900.0","threebytwo.hddm_drift","threebytwo.hddm_non_decision","threebytwo.hddm_thresh","threebytwo.task_switch_cost_hddm_drift_100.0","threebytwo.task_switch_cost_hddm_drift_900.0","tower_of_london.avg_move_time","tower_of_london.num_extra_moves","tower_of_london.num_optimal_solutions","tower_of_london.planning_time","writing_task.neutral_probability","writing_task.positive_probability"
"s305",1.9642575629,0.2110632245,1.6040051821,2.75,36.5,0.3333333333,30.4210526316,0.3666666667,-0.0315892762,-0.6257061599,1.5022515846,0.363152288042,1.8407106662,-0.2636205072,0.2597226027,-2.20227498007748,-3.09011822398989,-7.38945164258476,-5.20311261048242,2.32639505,0.2728051442,1.6564620155,0.6666666667,0.1666666667,8.4583333333,0.0875,1,5e-04,-4.5416666667,9.625,-0.0334586466,1,0.0002781955,-3.0695488722,0.1498296678,0.1224489796,1.2785032253,6.6,7.7,2.0363298615,0.5891934137,1.4110852452,-0.2327906064,-3.5014312510566,0.024165337,0.1944444444,-1.8917258562,-1.9145319232,-0.5638194763,3.4283377134,2.2211127079,0.2615676906,2.686624751,-1.1195720593,0.2285714286,3.7262636324,151,10.925098711,0.2565783653,8,0.8549575806,0.0022981446,0.9,0.0027954089,0.6944444444,0.1111111111,-0.3809317806,31,0.2352941176,1.3519433024,0.4218421064,1.7420698861,-461.5,0,-0.0147374772,244.5,3.9325197795,0.321483295,1.3188277961,39,31,5.0439239079,0.6391998429,8,2.5586591648,0.4678489383,1.739589394,-1.0504992016,2.2400239169,0.475422825,2.1056976387,-86,0.0892857143,-0.4853501468,68,0.0798086105,0.201754386,0,122,162,16,3.9262339389,0.283205075,1.6170996311,-1.0129856173,7.4,6.2,283.1666666667,2.6166406003,0.392035341,0.933141976868273,316.75,0.5111111111,2.5339641584,0.2994434682,1.5997000053,0.0083784139,0.0571428571,96.1666666667,6.2030075188,0,2.4501343323,0.3087936844,1.7639077319,-1.2782676469,0.0497756201,-0.3493408687,1.5709525147,0.3285541441,1.5304600729,-0.9446795287,-0.220506106,1185.5070887446,36,6,1878.5833333333,0.9168902907,0.3214755962
"s307",0.7686350987,0.0430690409,1.4487382312,1.55,50.6666666667,0.5,27.9047619048,0.3,-0.2400507585,-0.8613357762,3.4387209896,0.3788822196,1.858526096,-0.4819920214,0.9062585616,-3.04245778877867,-3.09757918249708,-8.7285718463263,-3.76660348000892,4.4057230989,0.2621894305,1.3606885656,0.3333333333,0.3333333333,13.2916666667,0.0375,2,-0.0075,-2.2916666667,14.0833333333,0.2065142364,3,-0.0092234685,-6.0925366695,-0.5050411183,0.0612244898,0.6135273273,8.8,7,1.6066502176,0.3421534714,1.5836153212,-1.3571709799,-1.46188178638641,0.013538092,0.2777777778,-1.0422115348,0.6743010351,-0.2331515124,3.5345441135,2.804591532,0.0612419527,2.4190838531,-1.0170844173,0.1714285714,3.9312389163,206,7.6113128603,0.3752535483,7,0.7347021103,0.0013230094,0.996875,0.0022656718,0.6388888889,0.2222222222,-1.4915167788,-55,0.3076923077,2.2257946398,0.4277201118,1.3103746785,234,0.0555555556,-0.0674810033,292,2.8721255318,0.2938688641,1.2601371235,51,40,2.2399541553,0.4597755545,11,1.3550540963,0.4324534776,1.6354068734,-0.4717654932,3.0218699397,0.2382660936,1.867258417763,-11,0.1119133574,-0.8468687754,43,0.0160701958,-0.0210526316,0,105,131,23,3.3573754589,0.2611164388,1.2319103154,-1.1963361613,5.1,4.1,299,3.725697503,0.3674148158,0.192694065019364,242.8333333333,0.5222222222,3.5811978233,0.301242807718,3.1689189455,0.0233758102,0.0285714286,2.3333333333,34.6565736072,1,3.076566924,0.2963088048,1.6989530312,-1.0205658532,0.2344180535,-0.4396534286,1.8388006232,0.3222772765,1.512684139,-0.9466663976,0.2926819744,1881.3583333333,8,7,3203.0833333333,0.5661229983,0.3847239191
"s313",0.7138826104,0.2515281808,1.5771649465,1.65,33.6842105263,0.3666666667,33.1875,0.4666666667,0.0404079645,-1.0879921069,4.3778906361,0.4307429965,2.9402848726,-0.8854758803,0.9437619863,-1.56092502098691,-3.01298643822138,-12.1113626457979,-6.50590797390522,2.5992194228,0.2546675884,1.7442080173,0.6666666667,0,7.875,0.0708333333,1,-0.0011666667,-2.625,12.625,0.0535714286,1,2.85714e-05,-2.7071428571,0.125858337844,0.3469387755,0.2003384591,5.2,4.6,1.4644754726,0.5385431029,1.920605229,-0.8001369637,-1.68242111076774,-0.0127948221,0.3055555556,-0.2274053987,1.9377115494,0.5418530125,4.2364289123,1.7905551878,0.0412716147,2.3475121524,-1.070541321,0.2,3.8243251091,219,0.0020301011,-0.5076156931,3,0.6927307129,0.0020009418,0.8550415039,0.0018890247,0.3611111111,0.4074074074,-1.4267009232,-172.5,0.5555555556,1.6330872466,0.3584288348,1.8024417412,-53,0.0384615385,-0.484331188,409.8333333333,2.5348994119,0.3691987141,1.3027370343,81,100,2.5881766554,0.5884750328,7,1.3968951302,0.571354416,1.8110761564,-0.125181681,2.4185026646,0.451411273131,1.967666906994,-10.5,0.1,-0.6913582768,101,0.0135977506,-0.2311661507,0.693147180559945,89,133,23,3.9584352036,0.3669550917,1.5048952549,-0.9577223507,4.5,4.7,453.6666666667,2.5883693582,0.4032198373,0.22194058516048,329.5833333333,0.5444444444,2.3754270129,0.3630974575,1.4173073214,0.0122652406,0.0904761905,17.5,23.7645342312,0,2.4091373759,0.4633883621,2.3413525853,-0.7166928957,-0.7012447698,-0.4111547205,0.9466776453,0.0542942528,2.815117948,-0.3390243429,0.0090054474,3057.0729166667,16,7,3161.25,0.5097746492,0.1540707582
"s314",0.9234777825,0.0641965476,1.479295657,1.3,45.4545454545,0.2666666667,25.9523809524,0.3,0.0867163554,-0.9597313876,3.0299808062,0.4175228969,2.1906205473,-0.4729955817,0.6447859589,-1.30889582051543,-2.1880035232318,-7.86765521938458,-6.26128941277931,1.8905667212,0.2471425908,1.5495604324,0.5,0.5,9.7916666667,0.0541666667,1,-0.0061666667,-4.375,11.4166666667,0.0130258078,1,0.0023361105,-4.2688477952,0.2744161807,0.1632653061,0.37554579,6.7,6.8,1.2489554588,0.3955853939,2.1480267615,-1.1440520919,-2.86721479210068,-0.0237645174,0.1111111111,-1.7643012135,-0.6922508576,-0.4577982659,2.6898896498,1.4792223031,0.0556959469,2.1195938353,-0.5702753737,0.1142857143,3.5486446675,177,25.7627506452,0.3968411315,9,0.533637619,0.0011016754,0.8696380615,0.0019938994,0.3055555556,0.3333333333,-0.2772181376,-55,0.2307692308,1.148915358,0.4222751105,1.8288387341,-451,0.1578947368,-0.3497405706,378.6666666667,1.9036026473,0.2352954626,1.4093957439,26,52.5,2.413828048914,0.5487029384,3,1.7997501771,0.4765105357,1.8659163325,0.1395186893,1.7020490916,0.4301664942,1.5065596577,43,0.1297709924,-1.2675445735,76,0.0343059356,0.5465686275,1.09861228866811,85,131,24,1.3753670943,0.3541580599,1.4679831417,-0.9612907339,6.9,5.9,371.1666666667,2.6619765406,0.3064630795,0.395560339235033,361.5,0.55,2.4821851358,0.3335737861,1.2588730149,0.0033856399,0.0976190476,36.361666666668,11.5499143836,1,1.8520378458,0.3780194965,1.9220918649,-1.0222751062,-0.2869662954,-0.2400227346,1.1205826765,0.0262318011,2.2774979307,-0.4370696824,-0.2986232794,1663.7347222222,4,10,4103.8333333333,0.6550417424,0.2235305136
"s326",0.7709955904,0.0061949493,2.285578102,1.6,46.9285714286,0.5333333333,34.3571428571,0.5333333333,-0.0706340459,-0.7005713843,2.9136506342,0.3823799351,2.0941332011,-0.6056778308,0.4288544521,-3.11126612926302,-2.97184185385383,-7.46385637568734,-4.15603168366641,2.1840948568,0.2417656158,1.5718785408,0.8333333333,0,11.875,0.0375,0,-0.0018333333,-0.125,12.1666666667,0.0113475177,1,-0.000212766,-1.3617021277,-0.137237183,0.1304347826,1.0188565576,8.2,7.2,1.4019372444,0.4265870763,2.2589619136,0.4732800793,-1.34249457256837,0.0198443862,0.2222222222,-3.4245320456,-3.824369996,-0.95341663,2.604344651,1.3282825709,0.0057981675,2.253367957,-0.8409013323,0.3714285714,2.3379468797,279,2.3916188301,0.3492235958,5,0.6633827209,0.0013894233,0.6546336174,0.0010662103,0.6666666667,0.3703703704,-0.7930374865,-206,0.4166666667,1.3925597392,0.2177678428,2.0628548307,518,0.0588235294,0.1627774064,334.905000000002,2.50564622574,0.321151597327,1.545694797528,26.935,68.96,5.336904444769,0.6699352913,7,0.797249052,0.4331987877,2.6354912369,-0.4686112801,2.4907836212,0.3876684228,1.9334491266,65.5,0.120754717,-0.9368273121,109.63,0.040152526034,-0.018102683178,0.386598941079399,92.64,142.79,20.8,1.5250170779,0.309082273359,2.269235378,0.1480720817,5.8,5.5,281.6666666667,2.2352817289,0.3640880388,0.414798095308633,264,0.5222222222,2.6347650134,0.3930074149,1.332932267,0.0184951644,0.080952381,-3.6666666667,13.5382969971,0,3.404650198,0.4265284131,2.108830112695,-0.6441394829,-0.872017128,0.1161548819,1.7414913188,0.3452513579,1.9905396673,0.0295364419,-0.2991939222,2807.5595238095,-3,6,4524.8181818182,0.1639690491,0.1580530631
"s328",1.2434799661,0.2718442622,1.7814430911,2.25,56.25,0.4666666667,30.1111111111,0.4,-0.3560539408,-1.3971197693,3.0072571968,0.3376290537,1.3686108024,-0.1888532951,0.0362003425,-3.37850308926231,-3.45983553624922,-6.71829965949796,-4.82936161790584,3.1990468486,0.2893409408,1.3824582245,0.6666666667,0.3333333333,11.75,0.0833333333,2,-0.0023333333,-2.0833333333,15.25,0.2089989889,3,-0.0102628918,-3.0798786653,0.031047388714,0.2040816327,0.1253336047,7,10,1.8270770532,0.2667587715,1.8365454889,-1.083569732,-2.31839465710913,-0.0211543832,0.0277777778,-1.9053525055,-1.0466555228,-0.1396485122,3.347538113,1.8607350722,0.2039671481,2.7387577021,-1.2890129855,0.3428571429,3.38738178,131,7.6113128603,0.3752535483,7,0.7179199219,0.0016188029,0.9,0.0017327267,0.6388888889,0.037037037,-1.3676387146,21,0.2173913043,1.5211903563,0.4520537999,1.5723957994,8,0.1875,-0.5064660201,350.6666666667,3.2395757968,0.3828375061,1.2891317988,27,30.5,-30.1726240221,0.4980748503,7,1.7560167818,0.4841850802,1.726092511,-0.228276432,3.2414678123,0.3785566326,1.6224104594,-4,0.1107142857,-1.5606170604,165,0.048866025,0.2631578947,0.693147180559945,84,155,24,3.0549942562,0.3243875039,1.4064531279,0.0301015357,6.1,7.1,386.5,3.6525019427,0.2970852254,0.315695790402979,276.8333333333,0.5222222222,3.8677244897,0.331865495,1.8658100537,0.0071112899,0.0738095238,51.3333333333,26.5240645987,0,2.5604378115,0.3978789945,1.8501777523,-1.0604108286,-0.1971750723,0.2795918482,1.3602921742,0.350452538,1.5594113587,-0.7699326072,-0.1413833782,2873.2583333333,10,5,2790.6666666667,0.8618797458,0.3917992003
"s329",1.3046144456,0.3070730166,1.634794099,2.35,12.2222222222,0.1,16.5384615385,0.1333333333,0.0507439066,-1.2225729093,2.5394283429,0.3600102525,1.4300030737,-1.2414004187,0.5187517123,-0.521282504200404,-2.47702002274905,-7.56936949074544,-6.83401553175775,4.9732561099,0.2977593342,1.4112091851,0.5,0.5,24.25,0.075,2,-0.0043333333,-2.6666666667,28.9583333333,-0.0180662135,1,0.0002617847,-1.0940583205,0.060721721,0.306122449,1.1821651631,7.5,7.1,2.2699994633,0.5704980553,2.2570924644,0.3481530651,-3.7754753625135,0.0118293,0.3888888889,-0.7418184052,-0.1152950688,0.1910395678,4.9380558016,2.9723400741,0.0327829851,2.027286847712,-1.4013457528,0.4285714286,3.1627162453,129,25.7627506452,0.3968411315,9,0.6417585373,0.0008663908,0.9075439453,0.0011118678,0.4722222222,0.5925925926,-1.3801642037,-13,0.2307692308,1.6571809177,0.3959274007,1.2537697235,3,0.2352941176,-0.0543442189,340.1666666667,2.6377958658,0.281902546,1.5908566385,-16.5,172,-2.6316993777,0.3899128991,12,1.883010845,0.4679519455,1.9978837604,-0.4845868863,2.3519942246,0.421818035,1.9709542474,-22,0.1107142857,-0.9092842974,107,0.0117606505,-0.1333333333,0,77,126,20,2.1011287821,0.2737046645,1.1159866278,-1.9038303094,7.1,7,320.915000000003,2.916961642023,0.317320245356,0.462767246473241,344.1666666667,0.5611111111,1.9659844116,0.2880953914,1.2247144895,0.0168068931,0.1404761905,15.3333333333,56.724866906,0,1.9256576036,0.3889393289,1.542649932,-2.1968620067,-0.0376715425,0.1125582843,1.1462408831,0.3132108685,1.1999505403,-0.0699220242,-0.2522391638,2589.7037037037,7,9,4734.8333333333,0.4742773546,0.2828473834
"s334",1.1408753517,0.1381325618,1.7116682161,2.3,2.7666666667,0,0.9642857143,0.0666666667,-0.1689000254,-1.1360518423,3.0626388744,0.3961188905,1.9872838553,-0.8618227782,0.9437619863,-1.06074620396002,-2.18471316527607,-11.9713167788878,-12.3424652704357,1.9205509006,0.2542266741,1.355808161,0.6666666667,0.3333333333,13.2083333333,0.0291666667,1,-0.0098333333,-0.9583333333,23.5,0.0184024267,1,-0.0087280081,-4.1868554095,0.2485903814,0.1875,0.8539800995,8,6.6,1.3744698073,0.4571019239,2.063669779,-0.554279986,-8.30359545678209,0.0005361481,0.9166666667,-2.0207266204,-1.2184226299,-0.5420764413,3.3056961159,1.8137963659,0.020647824,2.1233208232,-0.9928100529,0.2285714286,3.4727396196,236,25.7627506452,0.3968411315,9,0.550970161,0.0016862709,0.7022446156,0.0021035041,0.5,1,-1.3523621602,-161.5,0.3076923077,1.5651601432,0.4773483679,1.7576896614,-313.5,0.1818181818,-0.6051820242,354.3333333333,2.0565756827,0.3013500043,1.7791569632,-9.5,210.5,3.4619176492,0.6159293093,6,1.384531397112,0.52686984463,2.054152532347,-0.285481258094,2.0994844535,0.3167521357,2.579294897,31,0.0733590734,-1.2585946101,182,0.108622318,0.0578947368,0,83,154,16,2.1093074435,0.2535815936,1.4827533506,-0.1817189345,5.4,5.4,463.3333333333,2.2105568079,0.3548758758,0.293619450784671,289.25,0.5388888889,2.2447632874,0.2977945146,1.5772062387,0.0151100062,0.0714285714,67.1666666667,-68.7677291158,0,2.8760995724,0.4435677491,3.0622572073,-1.0233010669,-0.6631152085,-0.2001505367,1.4988133763,0.2753904376,2.1204351674,-0.3007772489,-0.5751349065,2314.5083333333,6,6,5044.5833333333,0.813591548,0.4550403212
"s336",1.1259469973,0.0306495823,1.3015233233,1.8,42.15,0.3333333333,32.5714285714,0.3,-0.7673538727,-0.9518815926,2.9890729278,0.2948013081,1.3498494087,-1.051869099,0.6485933219,-2.43551001584426,-3.1421248821901,-8.59144001936382,-5.32139155157788,2.5500707022,0.2379498982,1.3231258606,0.6666666667,0.1666666667,16.5416666667,0.1291666667,2,-0.0111666667,-2.125,12.4166666667,0.1785136502,3,-0.0064509606,-2.4216380182,-0.26353623,0.0408163265,0.5623739233,6.3,2.9,1.615509305,0.3395460353,1.3169306923,-0.7323480887,-2.49722478788954,-0.0134332885,0.0555555556,-1.2202989657,-0.6230495302,-0.4940725711,2.3371246427,1.757674255,0.0566662692,1.5238189731,-1.1652624446,0.2571428571,3.6348828618,194,7.6113128603,0.3752535483,7,0.7138366699,0.0027829412,0.9084777832,0.0033518298,0.4722222222,0.037037037,-1.087106039,-16,0.5384615385,1.2613049791,0.3476563785,1.4227915104,-100,0.1764705882,-0.7367808719,269.1666666667,1.8904688718,0.3117278483,1.3715375482,-3,27,5.15257447811801,0.3999988171,5,1.0161520069,0.3116955479,1.5454576009,-0.4991923635,2.103816925,0.3669401354,1.4192091806,70,0.0690909091,-0.1253423721,88,0.0613135838,-0.0526315789,0,108,172,17,2.5757160359,0.2600845069,1.7556520748,-0.2903858806,6.7,5.8,319.5,4.0594692897,0.3684159174,0.30181570521709,266.3333333333,0.5555555556,2.2883663202,0.3392818289,1.0410212947,0.01327281,0.1380952381,18,-8.8733676173,1,1.9973713998,0.2944196655,1.3251135114,-1.5838389389,0.1616613702,-0.0001984774,1.3183136859,0.2876436998,1.4851608158,-0.9047666198,-0.6300076893,1464.6641414141,13,9,2053.5833333333,0.6317804694,0.2336825489
"s339",1.2495222623,0.1949316919,1.5444854122,2.75,21.3333333333,0.3,18.0952380952,0.3,-0.8119331692,-0.5399872927,3.9576419809,0.3952911193,1.6997991174,-0.168040516,0.8012619863,-0.218464873043775,-2.2439450892276,-9.35556269513325,-9.17866633269852,3.7352342683,0.2675339216,2.0360472119,0.3333333333,0.6666666667,7.5416666667,0.0625,0,-0.0025,-1.375,11.5833333333,-0.0861445783,1,-0.0030847458,-2.2957933429,-0.0885734819,0,0.174845576,6.9,8.6,1.6777452831,0.4684950042,1.9207826504,0.3939745203,-5.38826986219554,-0.0025216638,0.9722222222,-0.3919680481,1.5012810957,-0.5616381195,3.4239749998,2.4326218902,0.2251828694,1.2188958832,-1.0816155204,0.2857142857,3.2951286846,102,25.7627506452,0.3968411315,9,0.8337783813,0.0013142468,0.8609886169,0.0014572048,0.75,0.8148148148,-1.0760977897,-234,0.2727272727,1.5788825193,0.3859611261,1.8000787759,-134.5,0.1,-0.5216269218,351.890000000002,2.760361906667,0.311479356905,1.542981103431,17.125,69.885,2.454115548677,0.724668799,13,0.987272588,0.4526090981,2.021667902,-0.3926777804,1.9908951715,0.378690479,1.7484354972,-3,0.1310861423,-0.972326767,79,0.0061874694,0.1029411765,1.09861228866811,64,109,15,3.1080935726,0.2879905311,1.4876479777,-0.9805343399,5.1,4.1,331.358333333331,3.010728246548,0.332421352654,0.550406507923956,310.75,0.5277777778,2.5891449281,0.2607075907,1.3269434147,0.0133314034,0.0857142857,-19.5,18.7818288165,1,2.7996731523,0.392150742,2.1945837495,-0.3505834034,-0.2940747108,-0.0996632222,1.5009425699,0.0662933842,2.1105398403,0.07834656,-0.9899426207,2665.3645833333,-9,8,5323.7727272727,0.8962782542,0.3676788297
"s346",0.6429838585,0.3188984092,1.3964992172,1.5,45,0.3333333333,25,0.4333333333,0.2774913961,0.0416873883,2.122433794,0.3431419542,2.8778414021,-0.3429903589,0.4403313356,-0.414997987562294,-1.38337397201037,-8.88776206770707,-8.9704427570863,3.2113493364,0.3148088201,1.3039699291,0.8333333333,0,7.7083333333,-0.0541666667,1,-0.0161666667,-1.7916666667,7.7916666667,0.0474895856,0,-0.003933348,-0.7273624205,-0.036858775,0.3265306122,1.076119303,7.3,4.5,1.2845241795,0.223468723,2.1103638225,-1.7590642138,-1.54044504088048,-0.01584325,0,-5.028434388,-3.5926318239,0,5.3201349372,1.8121846808,0.0810403741,2.6712060411,-0.8346819503,0.2857142857,2.8012615445,135,59.8991114415,0.8568707964,6,0.7500499249,0.0009478006,0.7351318359,0.0017600532,0.5555555556,0.5555555556,-0.9054773496,49.5,0.3157894737,1.0811761855,0.4970460224,1.746184882,-119,0.3684210526,0.1898588184,325.1666666667,2.8236010091,0.3229203352,1.1646633273,4,44.5,3.093482069735,0.8151176961,6,1.366991559,0.7121675007,1.7812192143,-0.4132472774,1.9178878879,0.4887270821,2.5489658557,16,0.0970149254,-0.3994659433,78,-0.0087608042,0.302373581,0.693147180559945,76,125,18,2.9332395112,0.3506329228,1.2929477387,-0.9740172356,5.5,4.5,437.6666666667,3.438672948,0.3604695285,0.338617630901961,340.1666666667,0.5222222222,3.6496228365,0.2630243589,2.1057382986,0.0099931135,0.0333333333,40,7.8850574713,0,2.5484472421,0.4281377294,2.351440817,-1.0176392484,-0.43881666,-0.3887039823,1.511468719,0.3200322987,1.5877260965,-1.1323862588,-0.5175541887,2835.9479166667,-1,8,5530.75,0.8204286553,0.7310295102
"s357",0.7541273514,0.0513711773,2.1384607291,1.85,40,0.3333333333,30.625,0.4666666667,-0.37461651608,-0.917319253971,3.214528609863,0.381921062472,2.086151637682,-0.782777999069,0.3643330479,-1.25104526634076,-1.24213471743254,-7.54405115952342,-4.71463524711273,5.2028587238,0.2684507314,2.0199727281,0.8333333333,0,5,0.0416666667,2,-0.0116666667,-2.0833333333,4.5416666667,0.0622619048,2,-0.0057238095,-1.294047619,-0.3442973457,0,0.7902079779,8,7,1.7216226038,0.4736499212,1.9743114271,-0.6749794241,-3.70941419205773,0.0159531003,0.2777777778,-3.3114046636,-2.5557380148,-0.8017492914,2.9524780832,1.7461881036,0.290415058,1.6463387953,-1.1195720593,0.2285714286,3.7262636324,166,10.925098711,0.2565783653,8,0.7831634521,0.0006216525,1,0.0009331378,0.5833333333,0.4814814815,-1.0967047714,-470,0.1818181818,1.3265168242,0.5142886019,1.9630937116,-496,0.25,-0.3543438295,237.5,3.2403982095,0.3281678499,1.5214761241,32,31,7.9599000158,0.6929966585,12,1.996291438,0.6959328263,1.83826421,-0.0942945266,2.2155167696,0.4806291294,1.8463747036,-36,0.1052631579,-1.6813623754,89,0.065183048,0.1368421053,0,113,147,16,2.9597223833,0.3051435244,1.2878364469,-0.8819431843,5.4,4.7,336.3333333333,2.9441244941,0.2990602048,0.438530914328105,269.8333333333,0.5222222222,2.8181106743,0.3131223319,1.4769413678,0.0123440568,0.0523809524,12,24.7442100111,0,3.2893452042,0.3143857805,2.2215383597,-0.8089500917,-0.6569283836,-0.180005814,1.2531977261,0.3564627552,1.5643751359,-0.5643844369,-0.4788492864,2957.5716666667,-2,9,4167.0833333333,0.8691864431,0.5056954299
"s359",0.9348011695,0.2257589507,1.4344716955,1.65,35.2666666667,0.5,13.4545454545,0.2666666667,-0.7147236674,-0.0334030781,2.2913831099,0.4101686193,1.6309449979,-1.0168569601,0.5190616438,-1.31553592569197,-2.51915781332941,-8.00449621971453,-6.18995119378642,3.7712002035,0.2646942254,1.8131264887,1,0,4.5,-0.025,0,-0.0013333333,-0.0833333333,6.25,0.1896875,3,-0.0087875,-2.321875,0.2203347175,0.25,0.6070215176,6.5,8.2,1.1933851893,0.4030152061,1.9511262897,-0.64263406,-5.78288818394986,0.0017587292,0.8055555556,-2.0516782588,-0.9781596816,0.1910395678,4.9380558016,2.1551728299,0.2148498695,2.1719214343,-0.8075379761,0.0857142857,4.3503317988,218,59.8991114415,0.8568707964,6,0.759781599,0.0012499298,0.8596725464,0.0013257659,0.3888888889,0.6296296296,-1.5095725371,-120,0.6153846154,1.0806945754,0.4214960642,1.6257971601,-351.5,0.3529411765,-0.4191386041,366.486666666674,2.635903187786,0.322041847395,1.538392815167,30.32,66.88,4.0178541405,0.5819245377,11,1.4536844604,0.5951456138,1.9034271661,-0.5186734362,2.1519380017,0.2666414368,2.8250558852,-6,0.0863309353,-0.6093696337,78,0.0453860124,-0.1671826625,0.693147180559945,98,145,22,2.6262783669,0.3014207371,1.681264795,-1.2327829157,6.1,5.7,376.8333333333,1.9845323191,0.338585913103,1.00371004931476,301.207500000002,0.526666666673,2.594864414756,0.310755711728,1.689490597076,0.007702431789,0.064619047619,23.305833333335,37.105072980423,0,2.2083949778,0.3351077798,1.7697668597,-1.4545868548,0.0151141196,-0.4975371254,1.2630116828,0.3269692879,1.6797121101,-0.5499121967,-0.5221641936,2957.5240740741,11,4,3881.0833333333,0.5161367447,0.7588016832
