,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s028,2.3185565257,0.2181166377,1.4753601975000001,2.6,43.7222222222,0.4,25.2857142857,0.5333333333,-0.5946297832,-0.794132602,3.9477442910000002,0.3813337066,1.9401252289,-1.6071877439,-7.789518022099963,-5.237819133894846,3.5971037523,0.2680251651,1.7936356935000002,0.6666666667000001,0.33333333330000003,16.2916666667,-0.0208333333,1,0.0008333333,-4.2916666667,27.5,0.0119077307,0,-0.0014763092000000002,-2.1452618454,-0.3187783638,0.8574144487,8.8,8.0,2.4748322156,0.4122949584,1.9909517811000002,-0.7108652071,0.0833333333,-1.5290236597,1.8240253753000002,-0.09204657470000001,3.1862650416,2.0207789763,0.2372290592,1.4648380434,-0.8893284577,4.1867508355,134.0,2,0.718359375,0.0015058986,1.0,0.0017774583,0.8611111111,-4.625581180301964,-4.625581180301964,-3.664674886451777,-0.8475898347,1.7393708117000002,0.3894771969,2.1236512468,-0.029006132400000002,332.0,2.6637747539000003,0.2962202411,1.6976799915,-3.5,139.5,13.1322092208,0.5418513672,8,2.0981133494,0.4579166147,1.6071688048000001,-0.2246986317,2.8760527082,0.4310847195,1.7904029209,-1.9293815777,0.380952381,0.0461583512,3.7612800028,0.3258833776,1.6465359737,0.0776784991,353.0,5.8,6.0,365.6666666667,3.4624416454,0.3710444612,0.29405062418281136,,,,,,,,2.4714268345,0.4253449852,1.6729383897,-0.30951745410000003,0.24144774900000002,0.0166483412,2.5173197679,0.3657159385,1.8118934622,-0.5214918336000001,0.3027005101,2100.3703703704,13,7,4013.0,1.5254427984999999,-0.6925924661,0.8579568874,0.878117361,0.3632841739
s032,1.076425211,0.0578877865,1.3708502985,1.75,30.0416666667,0.2,11.6363636364,0.2666666667,0.1772618208,-0.3081807122,4.7028661557,0.2891251557,2.9120276475,-0.1846488959,-7.296626431491478,-6.531223395496672,5.5135297174,0.30619396520000003,1.0993831759,0.33333333330000003,0.1666666667,8.4166666667,0.05,1,-0.003,-4.5,4.0833333333,0.18309859150000002,3,-0.006,-1.5281690141,-0.2329064039,0.8999507389,6.2,4.8,2.1301983496,0.3689766385,1.945164295,-0.6420337257000001,0.6388888889000001,-2.4478273833,2.7455018499,0.0,5.3201349372,2.898357162,0.019726514100000002,2.1575705369,-0.9575666758,4.0502743994,186.0,8,0.5,,0.9500000000000001,0.0024626115,0.6111111111,-6.449609932071972,-6.449609932071972,-5.553730190361736,-1.61477432,1.4418229618,0.4069255158,1.7804722588000002,-0.1921362098,,,,,,,-1.3024422447,0.6737623433000001,4,1.4639041634,0.3015075465,2.2301099141,-0.3439210909,3.2052116859,0.40075303770000004,2.2024629433,-3.3811339644,0.40975609760000004,0.0562013523,4.910897866,0.2712974218,1.4101861393,-1.7439414980999999,242.0,4.6,4.1,232.5,7.1091265986,0.3145251819,1.3302919448865802,266.6666666667,314.5,3.8555161946,0.32848332610000003,0.9159907873,47.8333333333,-5.9772439949,3.0820215709,0.32203436080000003,2.2103183798,-1.2507671297,,,,,,,,1874.7291666667,12,8,3851.4166666667,1.2485155806,0.1787858037,2.2267891095,0.5375737653,0.6415003779
s034,2.3371700831,0.3060345671,1.5766690872,3.2,44.4444444444,0.4,13.6363636364,0.2666666667,-0.5055790781,-0.3623014758,3.3967550668,0.33210815800000004,1.842163972,-1.5435321798000001,-5.193610600537951,-3.3384564351942894,6.4504019647,0.2391103434,2.0096261413,1.0,0.0,24.0416666667,0.0458333333,1,-0.0005,-3.7916666667000003,22.0,0.11005772650000001,1,-0.0066181172,-4.7238010657,-0.0170928651,0.8935255193,7.2,6.9,3.1749556949,0.35636279660000003,1.8585026849,-0.4894934514,0.0555555556,-2.9683114319,1.8446633257,0.1910395678,4.9380558016,3.4555552174,0.208095946,1.8204748472999999,0.0,5.965407751,202.0,9,0.7963762283,0.0018475266000000001,0.8335723877000001,0.0021623757,0.5277777778,-1.8444397271102142,-1.3862943611198906,-1.8444397271102142,-0.6257028912,1.8651569421,0.4038519162,1.6606469716,-0.7766595574,424.3333333333,3.3347720632,0.30397288,1.6272292586,70.5,106.5,,0.3647836808,8,1.9191468758,0.4570229833,1.9105212726,-0.6627595962,3.3829287819,0.3628367505,1.3120277709,-2.5180574268,0.4975609756,0.0984270862,5.2724839955,0.2244585445,2.4417879959,-0.7205385430000001,330.5,7.0,5.4,452.0,2.6272586478,0.3210805648,0.23878282055624933,242.5,259.3333333333,3.4494302051,0.286695603,1.9913356299,16.8333333333,11.0448962102,2.5693224952,0.3024909988,1.6157822926,-0.8079219038000001,-0.7352554784,0.0933845386,1.2888855918,0.3304399597,1.4900250449,0.0447830096,-1.0496494465,1569.8611111111,9,9,3942.25,-0.4612346617,0.7921522838,0.2913952367,0.8095301792,0.5192613311000001
s042,1.1361495577,0.3454281803,1.5588436684,2.0,39.1818181818,0.2666666667,24.6315789474,0.36666666670000003,-0.9042667436,-0.7462739303,3.2021371269,0.41465199550000004,1.6014165538,-1.1386710593,-10.70374789485229,-9.104529157898149,2.8772081084,0.31026478490000003,1.2125432723,0.8333333333,0.1666666667,15.0833333333,0.033333333300000004,1,-0.0013333333,-3.6666666667000003,21.6666666667,-0.025,2,-0.0056666667000000006,-2.3714285714,-0.0015145454,0.7979653655000001,7.4,6.2,1.9599256213,0.5102374594,1.7718611946,-0.9601105564,0.9166666667000001,-1.6104183721,-0.0289060153,-0.14226252420000002,3.3527661372,1.9355515326,0.0172988692,2.3387467128,-1.070541321,3.8243251091,244.0,4,0.7636707306,0.0021105786,0.9679077148,0.0019073622,0.47222222220000004,-8.511264302067358,-7.365900695568905,-7.365900695568905,-0.8652962373,1.8721128259,0.3850819465,2.1744129279,-0.2989612553,308.8333333333,3.096481072,0.3258878001,1.25979776,22.0,-56.5,-3.6154287001,0.7048703801,16,1.1386041521,0.5250229551,1.8055275665,-0.6253556007000001,3.0955027644,0.39736060040000004,1.9713583443,-1.6320912535,0.6098765432000001,0.0861157706,2.1318549138,0.32622024920000003,1.4931529452,-0.7237265455,342.0,6.2,6.7,358.5,2.6982957314,0.36200619240000004,0.24928538356123334,342.6666666667,351.1666666667,3.0647653295,0.3277171935,1.4649694332,8.5,41.530427448,2.2735579199,0.4352078408,1.8346833128000002,-1.7726096954,-0.7442594551,-0.27165314620000003,1.518559373,0.36823736300000004,1.7428081775000002,0.3771057846,0.0431115888,1727.6437229437,26,6,2378.3333333333,-0.6348033966000001,0.0085977669,-0.5668510834,0.2040754317,0.16913876220000001
s049,1.0461770116,0.17659596860000001,1.2286883521,1.65,33.0952380952,0.30000000000000004,25.1333333333,0.5,-0.6926222382,-0.8149549306,3.8347601419,0.3294861293,1.9662122349,-1.8853837616,-6.952249842468917,-6.422275648213015,3.2099769188,0.26558371010000004,1.3443797294,0.33333333330000003,0.6666666667000001,17.6666666667,0.05,1,-0.0033333333,-4.25,25.2083333333,-0.043661971800000005,0,0.0004225352,-0.5140845070000001,0.15367748350000002,0.9740379364,7.1,5.2,2.296795939,0.3467867586,2.2418345521,-0.5489571952,0.0555555556,-1.7841856975,-0.3170682282,0.0,5.3201349372,3.6102227986,0.0805006776,3.5878687625,-1.0385004382,3.3813588491,149.0,7,0.8391448975,0.0025828386000000003,0.9008956909,0.002726907,0.47222222220000004,-2.748384152235016,-3.664674886451777,-3.664674886451777,-0.7095704932,2.4348678504,0.3473498545,2.2875564062000002,0.0986907538,283.5,3.5442850582,0.32351816250000004,1.6691286822,33.0,41.5,,0.5037524114,8,1.5522190178000002,0.5851110497,1.978858116,-0.008664808900000001,3.1333262452,0.422378694,1.8347061927000001,-2.3016068803,0.4556650246,0.0571773312,3.0349730611,0.2701413541,1.243400131,-1.2406535898,419.5,4.1,5.1,332.8333333333,3.0354473438,0.36241599220000004,0.5169427195082933,222.8333333333,234.0,3.0996761099,0.3722878354,1.3479444553,11.1666666667,32.4666767341,1.8538526706,0.3086572708,1.7644595953,-0.20304045610000002,0.0668531931,-0.0917728862,1.661739956,0.29605082400000005,1.8758293907999999,-0.8117875628000001,-0.2384004015,1672.8125,13,6,5014.7083333333,,,,0.38232337240000003,0.6690042794000001
s060,1.7365810689,0.2993556577,1.6695532535000002,3.2,49.6666666667,0.5,25.7894736842,0.36666666670000003,0.27169577,-0.520712999,3.7898705743,0.3601978845,1.6850204162,-1.1427978626,-4.491719481340037,-5.7550548850512975,5.10451554,0.3036247334,1.2199554472,0.8333333333,0.1666666667,3.6666666667000003,0.0833333333,3,-0.005,-2.4166666667,5.0833333333,0.0535793731,2,-0.0075955511,-2.8417593529,0.00020826820000000002,0.6973081329,10.4,9.2,2.5185215062,0.49520582890000003,1.6479816907,-0.6397964143,0.5277777778,-3.6605061527,-0.0124995175,0.1910395678,4.9380558016,3.2660270083,0.27477040340000003,1.4607147685,-1.1195720593,3.7262636324000002,229.0,9,0.9847656250000001,0.0006895626,1.0,0.0013037095,0.75,-4.625581180301964,-4.625581180301964,-4.625581180301964,-0.4070273729,2.2599116884,0.3904370667,1.7801218258,-0.6736136275,360.5,3.4498471077,0.3750890317,1.3341042078,95.0,21.5,9.8923120515,0.467776179,16,1.8584323702,0.5017937752,1.4751138003,-0.4596903323,3.6063157663,0.44075129090000004,1.565218648,-1.4776897338000001,0.46095717880000003,0.1080941026,4.1515806842,0.2889258252,1.3418354030000001,-1.9767888873000001,318.0,7.3,6.9,382.6666666667,2.9308132667,0.3487275279,0.22063783679200005,282.5,353.3333333333,3.7634033318,0.33329723710000003,1.5614769091,70.8333333333,42.9275844104,3.150308364,0.37197651400000004,1.7013196848,-1.0427219363,-0.9434455652,-0.7665523234,1.9382948832,0.363676088,1.7816107932,-0.31353030730000003,0.0798146603,2058.2636363636,10,7,3764.0833333333,-0.37212144610000003,0.1501337526,-0.8336292968000001,0.30023393870000004,0.2913274167
s062,1.0658680036,0.30078339930000003,1.6114611076,2.1,22.4,0.1666666667,25.5454545455,0.2666666667,-0.25798720950000004,-0.7853132627,3.5652829378,0.37704418430000003,2.3331016595,-0.8854714014,-5.760049665753145,-4.695764636343307,2.4271329002,0.2708708533,1.360690914,1.0,0.0,4.4583333333,0.10416666670000001,3,-0.006500000000000001,-3.2083333333,13.7916666667,0.041502463100000005,0,-0.0006256158,-1.0201149425,0.2668709757,0.5652086429000001,7.2,7.5,1.8517616462,0.3890985061,2.0530475371,-0.8674281087,0.2777777778,-1.0561573561,0.1909919085,-0.6932395302000001,3.1607721784,1.9780920483000002,0.2871532301,1.531802387,-0.8075379761,4.3503317988,202.0,9,0.6650108576,0.0007856365,0.8120579243,0.0009199542,0.6944444444,-4.625581180301964,-3.664674886451777,-2.748384152235016,-0.7224907203,1.9451464660000002,0.45561260670000003,1.9652647758000001,-0.2170658366,352.5,2.1556787901,0.3498922075,1.3445766728000001,4.5,130.0,15.9832693424,0.3731253503,13,1.6343295638000002,0.5097491948,1.8549389172000001,-0.7618273174,2.7889927387,0.4224892029,1.8285318388,-3.1970766103,0.5461346633,0.0309802076,3.7405423388,0.2951570663,1.1245300343,-1.32634879,,6.2,5.5,295.0,3.2613491874,0.335797385,0.3258350841078946,264.1666666667,225.8333333333,3.0954626221,0.32913488960000004,1.6297080616000001,-38.3333333333,33.956223176,2.4972968365,0.4281799751,1.6126403816,-1.2812388045,-0.6698070839,-0.7860656518,1.8857384799,0.3647494948,1.5527893795,-0.5639389011,-0.3262848792,3011.8541666667,8,6,4517.3333333333,1.2384149501,-0.25637160940000003,0.46399122730000003,0.1718704859,0.29299772300000004
s063,2.1960151738,0.2483410888,1.6902059041,3.45,30.9130434783,0.2333333333,16.2307692308,0.1333333333,-0.42428561870000003,-0.2327264108,3.7732004257,0.40399080060000003,2.1526681737,-1.1161651787,-3.437845085045951,-3.442046079663945,,,,0.1666666667,0.5,10.375,0.0125,0,-0.0011666667,0.0416666667,13.5833333333,0.0635184807,1,-0.0018660404000000002,-3.8192771084,-0.1305052593,0.7872679897,9.2,7.6,2.8979414651,0.4680361959,1.6783455601,0.19391240610000002,0.0,-1.649628203,2.1594746124,-0.1448413667,3.3579238221,2.3792520203,0.2892398417,1.0604370053,-1.1195720593,3.7262636324000002,87.0,9,0.5,,0.9419433594000001,0.0018539359,0.6388888889000001,-1.3862943611198906,-2.748384152235016,-1.8444397271102142,-2.7902885128,1.3692150657,0.4004601893,1.3547772935,-0.1254189337,,,,,,,4.7596639938,0.5419792213,6,1.5883553743,0.4329064964,1.843944009,-1.1102253075,3.6400521969,0.4375878609,1.3214356276,-2.3958049042000003,0.5588972431,0.1117733724,3.6596362622000003,0.3587180726,1.4865423952,-0.7029823774,401.0,5.3,5.8,322.6666666667,3.644068956,0.38390615570000003,0.1663101932214463,346.6666666667,236.6666666667,2.155202474,0.3367835188,1.0671231398,-110.0,9.9907811559,2.6815051602,0.3719051105,1.9670465960999999,-0.6636159589,-0.2971004642,-0.2006089002,2.0345366268,0.4088989552,1.4182063195,-0.7522116711,-0.6584201554,1928.25,3,6,4967.1818181818,-0.9012161611,-4.6765500000000005e-05,-0.8143021118,0.8370711785,0.16629202340000002
s065,0.9445418314,0.1186358136,1.6875720225,1.6,29.6956521739,0.2333333333,15.5238095238,0.30000000000000004,-0.5502191833,-0.8732939115,3.0864523834,0.3584473388,2.0274274232,-0.5538819806,-7.3969745110566345,-9.23995354569583,2.0382012708,0.2145763837,1.5258380155,0.6666666667000001,0.1666666667,7.6666666667,0.05,1,-0.0046666667000000005,-3.1666666667,6.8333333333,-0.0973023839,1,-0.0055533250000000004,-0.7440401506000001,6.938893904000001e-18,-1.595945598e-16,7.9,5.1,0.7107756229000001,0.23711347730000001,2.0932735369,-0.43872116580000003,0.7777777778,-0.6331854153,2.094153742,0.7002039655000001,3.9197270062,1.4407633924,0.2589739358,1.567663614,-1.5813581226,2.8026915057,106.0,8,0.6364894867,0.0019913827,0.6673725128,0.0024085212,0.7777777778,-4.609202534990781,-3.664674886451777,-4.609202534990781,-2.0788418223,1.2352070831,0.41813449010000003,1.3039880546,-0.3157176464,,,,,,,,0.32881343020000003,6,0.30611631570000003,0.027972156600000003,2.3488802404999998,-0.4059976189,2.0636131868,0.4441741346,1.5886816335,-1.6797741401000001,0.376344086,0.0323275201,1.6528956056,0.0809569702,1.8321572984,-0.7352415321,305.0,7.2,3.9,,,,,291.0,521.1666666667,1.5791789244999999,0.2327726953,1.6485963684,230.1666666667,19.459800995,0.8307374420000001,0.1163662733,1.7937628399999999,-1.0508037764,-1.2076168482,-0.1111101195,0.3544163627,0.0447114719,1.8193717468,0.6919691272,-0.0861314478,1305.5633608815,21,6,2129.5,,,,0.8161974934,0.3283289542
s066,0.7414129689000001,0.2641870329,1.2398896927,1.75,29.2083333333,0.2,13.4814814815,0.1,-0.7929183784,-0.3152392966,3.8760188626,0.3421830228,1.9192866069,-0.3422539971,-9.178662457416713,-6.210432129928556,3.4650838933,0.3101043358,1.1912369447,0.0,0.6666666667000001,8.125,-0.0125,0,0.0025,-0.7083333333,8.0833333333,0.225,2,0.0023333333,-1.5833333333000001,-0.4014370897,0.6618000889,7.9,6.7,1.4935426596,0.5227947111,1.6184636857,-1.0386903435,0.47222222220000004,-1.4833173842,0.6087247681,-0.7548590441,3.810416849,2.99622664,0.2673731875,1.6745832289,-0.9575666758,4.0502743994,156.0,6,0.6927155256,0.0010427193,0.6844765901000001,0.0011305443000000001,0.5277777778,-7.365900695568905,-7.824046010856292,-6.449609932071972,-1.2481812462,1.9241886789,0.4730765906,1.9206699258,-0.1758281058,339.0,3.6024000868,0.3234844783,1.6411793372,38.5,-35.5,-1.4479000037,0.6320841931,9,1.4295513387,0.5367410033000001,2.0536639002,-0.13524807560000002,2.3038065015,0.3947962169,1.9385447507,-1.1489295922,0.37215189870000004,0.052075713200000005,2.86821262,0.2911285159,1.7417481884,-0.30787848770000004,353.0,5.3,5.4,,,,,300.6666666667,334.6666666667,4.5075707055,0.3516572469,1.9330853707000002,34.0,14.7252461322,2.3426685329,0.43637091840000003,1.7116376812,-1.8362317383,-0.3217111086,0.1413713586,1.4555930841,0.0558950291,2.1254652181,-0.1550564263,-0.3737535279,2714.7777777778,0,9,4091.25,-0.4971102787,-0.1669918673,-0.7857233038,0.1925864579,0.2455347628
s071,1.0889576785,0.21161155450000002,1.5441994963,2.15,14.0909090909,0.2666666667,15.8148148148,0.1,-0.8174413933,-0.40242979640000004,3.1173745437,0.4171755243,1.9031254007,-0.2834561975,-5.085552285725692,-3.5484680948295066,5.9406674066,0.2983718004,1.9552928053,0.33333333330000003,0.5,10.125,-0.07083333330000001,2,0.00016666670000000001,-2.2916666667,8.2916666667,0.016421568600000002,0,-0.0020098039,-0.45833333330000003,0.33324067,0.1368406422,8.2,7.5,1.9555014649,0.4218689111,1.9544462236000002,0.2548023098,0.4166666667,-0.9143456707000001,-4.6721616091,-1.5753864747000002,0.8500741887000001,1.7313556167000002,0.25061966680000003,1.3176922304,-0.7347402228000001,2.4369575517,162.0,7,0.7197738647,0.0012448901,0.7429323197000001,0.0013413058,0.5,-4.625581180301964,-4.625581180301964,-3.664674886451777,-1.1097845665,1.7011375934,0.39151564650000004,2.2574499935,-0.1745879713,294.3333333333,2.5474268735,0.42986735930000003,1.6105254865,3.5,43.0,-2.4545350501,0.5845496250000001,12,1.4580153212,0.5305153603,2.0192439054,-0.8130415064000001,3.9604007425,0.3882663295,2.3331462134,-2.9705878757,0.5604938272000001,0.0814959255,2.9313519876000003,0.3047903536,1.8480006763999999,-1.4178580213,453.0,5.1,4.1,260.8333333333,2.8328802686000003,0.4570305992,0.41645107972797873,327.3333333333,301.6666666667,2.5598441297,0.0649433056,3.3310177382,-25.6666666667,77.7316559743,2.7054788906000002,0.3225504302,2.2589037964,-0.7996590212,-0.5503023929,-0.40872200900000005,1.7326032563,0.380242915,1.7592834425000001,0.23899921340000002,0.6994615106000001,2477.7018518519,4,7,5508.5833333333,-0.5838362849000001,0.4941633965,-0.3096336371,0.8308472881000001,0.1405770658
s081,0.6186987855,0.45716012720000004,1.5663424651,1.05,36.25,0.33333333330000003,25.4444444444,0.4,-0.3856941843,-1.1181041479,4.6438497029,0.3018512202,3.6219000836,-0.8143672014000001,-6.64383576300703,-4.237698029307851,3.9078728879,0.2332339678,2.0575832642,0.33333333330000003,0.6666666667000001,11.125,-0.07083333330000001,1,-0.0025,-1.875,18.9583333333,-0.0314256825,1,0.00039838220000000004,-4.5333670374,-0.3617387924,0.7476289194,7.3,6.5,1.8737573564,0.3466575733,1.6895060070999999,0.2357776379,0.1111111111,-1.3967153027,0.9994214678000001,0.0,5.3201349372,3.8718378277000003,0.1073867626,3.5038030438,-0.8893284577,4.1867508355,159.0,4,0.6307462215,0.0008980930000000001,0.6628083944000001,0.0009898992,0.6944444444,-4.625581180301964,-2.748384152235016,-2.748384152235016,-0.9947769229000001,2.036807027,0.3657633007,1.9669824726,-0.3531321254,262.0,3.7666945534,0.227346712,2.2776032289,18.0,93.0,,0.5639088968,12,1.4929513989,0.4653481721,2.0413255146,0.1693044299,4.5704510627,0.3361766593,2.2548025683,-2.1599324434,0.4516129032,0.0347224359,3.2627251617,0.251957942,2.031959531,-0.2300306097,378.5,5.7,5.1,225.3333333333,4.9750154569,0.2534455947,1.5769086476729093,221.75,256.6666666667,2.599764672,0.3110027053,2.8791031796,34.9166666667,86.7369991051,2.8789736986000003,0.2532409036,2.4524281845,-1.1399574494,-0.4839533089,-0.6340676246,1.8446631323,0.2633750042,1.9555864607000002,-0.1477963071,0.4532871388,1829.1851851852,3,9,3605.6666666667,1.668705041,-0.6630913374,1.0877960939,0.19687823510000002,0.1365280687
s082,2.1041834668,0.1914828094,1.6191210583,2.65,36.8181818182,0.2666666667,18.8636363636,0.2666666667,-0.7026067930000001,-0.9743274908,3.9001665083,0.32430048,2.0751825318,-1.053895887,-8.13428730652605,-4.988512434152287,5.6618254,0.2477037682,2.2130012924,0.8333333333,0.0,5.7083333333,0.0291666667,1,-0.0021666667,-1.875,3.25,0.0041962175,2,-0.0068345154,-1.2919621749,0.29550928800000004,0.7944050146,8.2,5.9,2.9198479341,0.4384762911,2.1318536513,-0.7793812656,0.1111111111,-0.9642124674,-0.2122730343,0.0,5.3201349372,3.7427828575,0.011033994600000001,4.2070578691,-0.7017421781000001,4.5619233948,209.0,9,0.8108306885000001,0.0019553837,0.9811523438,0.0022369199000000003,0.6944444444,-5.553730190361736,-4.625581180301964,-3.664674886451777,-0.6240796527,2.1363044368,0.3085014143,2.813966774,-0.35266592480000003,259.1666666667,3.8282800941,0.311268875,1.8136098021,3.0,51.5,12.9506471232,0.6762551069,15,1.6292665829000001,0.47300127210000004,2.3918109104,-0.5872512594,2.7929920797000003,0.37319951770000004,1.972440736,-2.7308910972,0.48888888890000004,0.0492278647,5.0825259256,0.3101184992,1.8128542855,-1.3084323729,251.0,6.2,5.5,290.8333333333,4.5202788730000005,0.3288810124,0.5350973136735209,218.3333333333,260.6666666667,3.5350000065,0.3063938496,1.6938674433,42.3333333333,58.2717476489,4.0321991103,0.3466631025,2.539031111,-0.9260975569000001,-0.7501934373,0.0011000161000000001,2.4338146949,0.2501680543,2.2340424195,0.0071797822,-0.6482618210000001,2702.787037037,-1,7,5343.25,0.5228538538,-0.1094578247,0.35441471900000004,0.4725999708,0.31401691800000003
s083,0.9125649754,0.0212561319,2.0119413358,1.85,29.12,0.1666666667,28.75,0.4666666667,-0.44189586210000004,-0.0125533343,2.2222337763,0.4690334934,1.6182983207000001,-1.0293853599,-5.489829241238187,-5.870929213611643,2.0643830269,0.0588670029,2.0176513025,0.0,0.8333333333,15.4583333333,0.0208333333,1,0.00016666670000000001,-2.625,19.4166666667,0.0960383909,1,-0.0063957525,-3.5301204819,-0.1107216911,0.6662935574000001,6.9,5.0,1.7648187596,0.48736106490000003,1.5412125621000001,-0.3066314629,0.5,-1.4202633166,-0.9185377191,0.15744220620000002,2.6155831731,1.5299455699,0.07952413300000001,2.2036592724,-0.4884848921,3.7122256308,210.0,7,0.7518432617,0.0008687640000000001,1.0,0.0010651033,0.5277777778,-3.664674886451777,-3.664674886451777,-2.748384152235016,-1.2617911204,1.3826312621999999,0.5015124870000001,1.6621803297,-0.3999224175,277.8333333333,2.4109533755,0.16665048770000002,2.8274228801,-79.5,20.0,-8.1141595966,0.488994831,6,1.0441797523,0.5671704398,1.563014338,-0.7028600856,1.9470733927000001,0.4559364453,2.0653029486,-1.959818059,0.5746835443,0.0684652135,4.5224415764,0.3969819634,1.3440794259,-1.0602948247,408.0,4.6,5.0,,,,,335.3333333333,316.1666666667,2.5007005152,0.2875910944,1.9947183457,-19.1666666667,45.1921743697,2.3834823451,0.3916272769,1.3556720442999999,-0.9747193748,-0.042216543100000004,-0.5707312992,1.4578054189,0.4719823246,1.483063115,-0.8357687743000001,0.3152415288,2659.1033333333,4,8,3512.1666666667,-0.6025685046,0.1594549897,-0.383620666,0.884768219,0.35310797190000004
