,NBZD,NBZN,NBZT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTNTRZD,ANTNTRZN,ANTNTRZT,ANTALTAC,ANTALTRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTZD,CRTZN,CRTZT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFPSZD,DRFPSZN,DRFPSZT,DRFPINAC,DRFPINRT,DSTGLM,DSTNM,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAXZD,DPEAYZN,DPEAXZT,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTNOS,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECOP,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDOP,ISTFXDMV,KTTSCOR,KRBHDR,KRBPCTP,LCATACTL,LOGZDNEU,LOGZNNEU,LOGZTNEU,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSZD,MOSZN,MOSZT,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSNEGAC,PRSOVTAC,PRSPOSAC,PRSPLB,PRSRPLB,PRSRVS,PRPSLOPE,PRPSLOW,PRPTAOAC,PRPTATAC,RPMSCOR,REPXZD,REPXZN,REPXZT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SHFTAC,SIMCGZD,SIMCGZN,SIMCGZT,SIMSIMAC,SIMSIMRT,SPSFORWD,SPSREVRS,STSZD,STSZN,STSZT,STSSSRT,SSZD,SSZN,SSZT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRCGZD,STRCGZN,STRCGZT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TXTCSTZD,TXTCSTZN,TXTCSTZT,TXTCSCRT,TXTTAIOR,TXTTSCRT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNUMRT,TOLOPTSL,TOLPLNTM,TOLTOTMV,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s170,0.9774917999999999,-0.2900275184,0.9975850763,1.85,-679.3157894737,-0.36666666670000003,558.0,-1363.6315789474,-0.36666666670000003,339.0,3.0339061556,-0.3994623863,0.8925952426,-0.1388888889,-6.5,-0.0625,-24.5,-0.0833333333,64.5,-14.0,-19.0,-22.0,11.0,15.0,18.0,11.0,52.0,2.5184119519,-0.3177410108,1.0479053388,0.5,-0.1666666667,15.9583333333,0.27083333330000003,2.0,-0.0245,-7.375,12.375,0.2050287356,3.0,-0.007867816100000001,-4.4088669951,-13.0,20.0,0.1383089246,-0.4023593284,8.0,7.8,1.6917540224,-0.4181046212,1.2291630545,-0.1111111111,202.5,-0.0237161696,-0.012817069,0.3888888889,18.0,10.0,9.0,26.0,30.0,20.0,27.0,22.0,24.0,8.0,9.0,12.0,15.0,33.0,42.0,-0.125,215.0,-0.125,-93.0,2.8288744395,-0.46915573530000004,1.1821093652,0.8409090909,22.2222222222,-11.1111111111,-7.4074074074,3.8333333333,3.5,33.0,27.0,32.0,29.0,40.0,44.0,0.7396825397,35.0,142.0,2.0,3.0,-20.0,28.0,0.6391280413,0.7000000000000001,3.9,0.0012768053,0.9441406250000001,1.0,20.5,0.0024660852,0.5,-0.0063068791,0.6666666667000001,6.0,2.9186365595,-0.4709103247,1.4084911843,-0.2476190476,-234.5,0.0857142857,-21.0,-0.33333333330000003,-213.5,-0.0558558559,13.0,5.9333333333,2.4996371367,-0.4111481011,0.9544185292,-384.1666666667,-51.5,92.5,40.0,,,,,,,0.47947623170000003,385.0,0.9497487437000001,0.9296482412,8.0,1.6684295745000002,-0.5568870370000001,1.6802389647,0.0,113.5,0.5833333333,0.33333333330000003,0.5,0.8333333333,138.0,0.4,0.4,0.8,0.9,-0.0134877658,4.0475721077,-0.31416297860000003,1.1352780699,-0.18,-46.0,6.2,5.1,,,,,2.5383100262,-0.4210326887,1.0712245586,-351.5,-405.3333333333,53.8333333333,21.5236111111,2.5730128044000002,-0.3817164411,1.7698617294,-0.1063829787,-283.0,5.5,6.0,6.5,2.0,6.5,1.2680548053,-0.40471120590000004,1.0932448308,-16.0,-43.6666666667,-10.0,2.0833333333,2.1,3.6666666667000003,2.0,4.2,543.0,10.0,6.0,1871.0,66.0,1.0619415131,0.0366707755,-15.0,-25.0,-16.0,-18.0,40.0,0.3444379439,0.2784116774
s173,2.2301020467,-0.2620390909,1.0842086545,3.1,-765.15,-0.33333333330000003,804.0,-1570.7222222222,-0.4,497.0,3.9494752808999998,-0.3921722851,1.153033395,-0.0277777778,19.5,-0.0416666667,-61.5,0.0277777778,71.5,-9.0,-19.0,-20.0,13.0,10.0,18.0,16.0,47.0,2.7133480141,-0.3037872679,1.4343240446,1.0,-0.0,13.375,-0.0041666667,1.0,-0.0015,-4.4583333333,13.125,0.1250151668,3.0,-0.0042006067,-5.5748230536,-13.0,16.0,0.2313260514,-0.1962742911,8.1,8.6,2.2648468706,-0.430665387,1.2509513914000001,0.0,-21.0,-0.0160393246,-0.0090285606,0.4444444444,18.0,21.0,6.0,14.0,25.0,27.0,32.0,31.0,17.0,19.0,16.0,15.0,11.0,15.0,34.0,-0.1333333333,262.5,0.0,-12.0,4.3544315245,-0.473772326,0.8637637530000001,0.9772727273,38.8888888889,-0.0,-22.2222222222,5.6666666667,4.5,35.0,36.0,27.0,22.0,21.0,45.0,0.8571428571,33.0,286.0,1.0,6.0,-17.0,22.0,0.6947055817000001,0.5,9.2,0.0016899769,0.9779907227,1.0,20.1,0.0029563763000000002,0.6388888889000001,-0.0063068791,0.40740740740000003,2.0,3.0717332798,-0.5744370173000001,1.4141219391,0.0,-316.0,0.0,58.0,0.0,-374.0,0.0,24.0,4.8,3.7244046106,-0.43397886350000003,0.9041165453000001,-233.3333333333,39.0,40.0,46.0,,,,,,,0.4556050162,335.5,0.9849246231000001,0.9748743719,14.0,1.9848143252,-0.6337552731,1.1926171552,-0.0555555556,-80.5,0.75,0.8333333333,0.6666666667000001,1.0,137.0,0.1,0.2,0.30000000000000004,0.30000000000000004,0.1204663841,3.8108779008,-0.3394003232,1.2057903637,-0.04,3.5,8.5,6.9,3.5189088506,-0.3458080295,1.1587505153,-232.6666666667,3.1124464657,-0.429046099,0.8017067809,-251.5,-252.3333333333,0.8333333333,0.65,2.5410482535,-0.30498376450000003,1.51518083,0.0,-88.0,5.0,5.0,7.0,1.5,4.0,2.1952190908,-0.3353139673,1.5996332455,31.0,24.1666666667,-146.5,4.25,2.4,3.5555555556,1.3333333333000001,2.5333333333,1042.0,10.0,7.0,2379.5,53.0,-2.9575110607,1.3682758556,-12.0,-16.0,-19.0,-14.0,33.0,0.7791509464,0.18821873860000002
s179,1.5702563186,-0.3453301654,0.8232848916000001,2.0,-444.0476190476,-0.30000000000000004,504.0,-893.0740740741,-0.1,357.0,4.1573195904,-0.5291900614,1.0953877354000001,0.0,32.0,0.0,-70.0,0.0,45.5,-18.0,-19.0,-18.0,14.0,11.0,17.0,23.0,45.0,3.6893730281,-0.3221995951,1.0548730824,0.6666666667000001,-0.0,7.6666666667,0.36666666670000003,1.0,-0.007666666700000001,-1.9166666667,13.0416666667,0.2724279402,0.0,-0.006053439900000001,-1.1051967179,-12.0,17.0,0.1310675324,-0.8224533663,8.2,6.7,1.5350515051,-0.4888414461,1.5620943433,0.0,-1.5,0.4173511476,0.012794155100000001,0.0555555556,20.0,16.0,6.0,35.0,26.0,28.0,23.0,38.0,12.0,10.0,20.0,17.0,7.0,31.0,28.0,-0.0625,256.5,0.0,-19.0,4.9226073746,-0.4714388531,1.0491972203,1.0,22.2222222222,-77.7777777778,-55.5555555556,5.6666666667,5.25,36.0,39.0,20.0,24.0,22.0,51.0,0.8507936508,24.0,174.0,3.0,4.0,-17.0,24.0,0.7517391205,0.8,8.9,0.0012560644,0.9310546875000001,0.8,21.6,0.0029635782,0.6111111111,-0.0063068791,0.1111111111,2.0,2.7658738998,-0.5647976384,1.5092471389000002,-0.0740740741,-269.0,0.0,-0.0,-0.0740740741,-269.0,-0.0434782609,-135.0,2.7333333333,3.6624272355,-0.3986259492,0.8377102773,-278.5,3.5,12.5,43.0,,,,,,,0.6245385897,372.5,0.9898989899,0.9747474747,9.0,,,,-0.0555555556,-20.0,0.5,0.5833333333,0.75,0.9166666667000001,122.5,0.0,0.30000000000000004,0.4,0.9,0.0903093978,3.972042312,-0.4007264561,1.1568657857,-0.06,-32.5,5.5,6.1,,,,-246.3333333333,3.1746809358,-0.4754995657,0.9227028585,-254.0,-281.5,27.5,-24.275,3.2401851265,-0.4787042635,1.188249267,-0.0429964539,-16.5,4.5,5.5,1.5,1.0,3.5,2.6681372297,-0.4177393163,0.9496126308,-42.0,12.5,-1.5,4.0833333333,2.8,4.1111111111,1.7777777778,3.0666666667,1166.0,9.0,7.0,4329.0,54.0,0.6654507995000001,0.20204976830000002,-14.0,-22.0,-30.0,-20.0,43.0,0.8434666487,0.18927919840000001
s180,1.8832937736000002,-0.308767548,1.2226372355,4.5,-828.0,-0.33333333330000003,950.0,-1721.8125,-0.4666666667,340.0,3.1596136312,-0.40307487080000004,1.2185501302,-0.0555555556,-36.0,-0.0833333333,-107.5,-0.0277777778,53.0,-17.0,-18.0,-21.0,10.0,11.0,12.0,15.0,49.0,-2.4798515113,-0.4557053532,1.1599023178,0.6666666667000001,-0.0,11.1666666667,0.0083333333,2.0,-0.0086666667,-4.25,11.9583333333,0.0138237229,1.0,-0.0030357378,-3.8820434114999998,-12.0,21.0,0.0490956249,-0.628456848,8.2,7.3,1.8603033334,-0.4775810642,1.9111657747000002,-0.2222222222,-253.5,-0.1496990941,0.0143596279,0.1944444444,13.0,28.0,14.0,27.0,24.0,19.0,23.0,25.0,26.0,14.0,14.0,21.0,30.0,36.0,37.0,-0.0625,-116.0,-0.125,-393.5,3.0121003987,-0.5329201221000001,1.7108631561,0.875,61.1111111111,-11.1111111111,-25.9259259259,5.0,4.25,36.0,31.0,23.0,22.0,36.0,32.0,0.6761904762000001,29.0,171.0,1.0,4.0,-16.0,28.0,0.8466796875,0.8,20.1,0.0021004182000000002,0.8812500000000001,0.9,20.5,0.0021027243,0.7777777778,-0.0063068791,0.2222222222,3.0,2.7539446706,-0.6264560937,1.5044364437,-0.1111111111,-410.0,0.0,-59.0,-0.1111111111,-351.0,-0.0250463822,-159.5,5.0666666667,2.1649046358,-0.39687482550000003,0.9321762085,-388.0,-75.0,43.0,44.0,0.303030303,0.4880952381,0.6176470588,2.0382352941,6.7911899275,-6.6224022353,0.5002766904,346.0,0.9845360825,0.9742268041000001,10.0,,,,0.0,-23.0,0.25,0.5833333333,0.6666666667000001,0.9166666667000001,122.0,0.5,0.7000000000000001,0.8,0.8,0.0789956493,2.0661879268,-0.33681086530000004,1.8835751808999999,0.0,-19.0,7.3,5.4,2.1585915824,-0.3862462923,1.0150287924,-407.6666666667,1.7970614178000002,-0.3926641031,0.9769249817000001,-267.3333333333,-285.6666666667,18.3333333333,-20.6902777778,2.6528625254,-0.4101257224,1.7085693095,-0.1914893617,-231.5,3.0,6.5,4.5,3.5,6.0,1.9248293657,-0.469526431,1.3163228175000001,-117.0,-16.0,-26.0,3.75,3.7,2.8888888889,2.6666666667000003,3.0,461.0,10.0,9.0,2643.5,57.0,-1.9609977557,1.3811792605,-20.0,-17.0,-26.0,-21.0,38.0,0.3047718309,0.16840395460000002
s182,1.8791898104,-0.45738738030000003,1.1638378378,3.0,-559.1764705882,-0.4333333333,640.0,-1410.1578947368,-0.36666666670000003,361.0,3.3165866725,-0.41630265850000003,1.1608765221,0.0,90.0,-0.1666666667,-79.0,-0.0277777778,75.0,-15.0,-18.0,-30.0,8.0,8.0,14.0,21.0,30.0,3.182089416,-0.3146446392,1.0582027686,0.8333333333,-0.1666666667,9.5,0.2666666667,2.0,-0.014,-1.5833333333000001,11.875,0.0826927206,2.0,-0.0078711617,-2.8366974447,-13.0,14.0,0.0176935724,-0.8641405047,8.2,6.4,2.3772156757,-0.5101585062,1.7931397309000001,-0.058823529400000005,-65.5,-0.0216669625,-0.0123653652,0.3611111111,22.0,29.0,13.0,18.0,22.0,28.0,33.0,29.0,24.0,27.0,14.0,18.0,20.0,14.0,23.0,-0.0625,336.0,0.0,62.5,4.0998378603,-0.49614174600000005,1.0892889599,0.9886363636000001,33.3333333333,-66.6666666667,-66.6666666667,5.8333333333,6.25,23.0,22.0,28.0,21.0,25.0,34.0,0.7428571429,17.0,215.0,1.0,3.0,-17.0,19.0,0.6351511478,0.7000000000000001,4.8,0.001834125,0.8596910477,0.9,12.5,0.0028326802000000002,0.5277777778,-0.0063068791,0.2222222222,1.0,1.8055249257,-0.5598051944,1.1687532918,0.0024630542,-391.0,-0.0366795367,68.0,0.0391425909,-459.0,-0.0090909091,-1.5,3.5333333333,2.733678538,-0.4032713506,0.9610058762,-241.1666666667,67.0,-11.5,42.0,0.8333333333,0.8222222222000001,0.8055555556,0.9666666667,35.4579506493,-32.106767672,0.49258489510000003,412.5,0.9375,0.9322916667000001,18.0,1.854325768,-0.6160817045,1.2765414012,0.0,-38.5,0.0833333333,0.5833333333,0.5,0.25,95.0,0.4,0.5,0.9,0.30000000000000004,0.0022376666,2.8081030731,-0.3427648929,0.9798555257,-0.1,-52.0,6.1,5.9,2.7135320092,-0.4505996558,1.0441053706,-314.0,2.8140769197,-0.4165786292,1.0636628738,-277.0,-273.6666666667,-3.3333333333,23.8875,2.3337416947,-0.4139897034,1.6497745275,-0.1096014493,-180.0,5.5,2.5,5.5,1.5,5.0,1.979123097,-0.368944321,1.7185375618,-42.0,-2.0,-76.0,2.5833333333,2.9,3.3333333333,3.2222222222,2.6,670.5,9.0,9.0,7399.5,42.0,-1.7789067492,1.5602175482,-29.0,-25.0,-28.0,-28.0,27.0,0.15617367610000002,0.1436652515
s184,1.6228799689,-0.3479836623,0.9152773416000001,2.5,-1185.2380952381,-0.30000000000000004,535.0,-533.1764705882,-0.4333333333,376.0,4.1916241464,-0.45873037,1.0864230028,0.0,-24.5,-0.0208333333,-9.0,-0.0277777778,17.0,-13.0,-20.0,-20.0,12.0,11.0,18.0,21.0,39.0,4.0343816835,-0.28082400620000003,0.8916638392,0.6666666667000001,-0.0,12.2916666667,-0.0791666667,2.0,-0.0191666667,-1.625,14.1666666667,0.0764478764,2.0,-0.0088648649,-2.5212355212,-15.0,21.0,0.1851080822,-1.0199743367,6.9,6.1,1.6309610682,-0.6553044652000001,1.2749792636000001,0.0,-51.0,-0.0117801893,-0.0086184651,0.5277777778,10.0,27.0,13.0,25.0,31.0,27.0,24.0,28.0,26.0,9.0,9.0,14.0,20.0,23.0,34.0,-0.0666666667,203.0,-0.1333333333,27.0,3.5681629236,-0.4471970281,1.2515987118,0.8553030303,55.5555555556,-55.5555555556,-25.9259259259,6.0,2.75,27.0,34.0,23.0,24.0,26.0,45.0,0.8857142857,29.0,167.0,1.0,4.0,-20.0,23.0,0.6905380249,0.6000000000000001,10.4,0.0012583907,0.8812332153,0.9,16.0,0.0015112667,0.5,-0.0063068791,0.6296296296,3.0,3.008642189,-0.5556737181,1.4843599997,-0.32,-289.0,0.0,53.0,-0.32,-342.0,0.041343669300000004,-43.5,3.8,2.8859497442,-0.36670574300000003,1.2279679122,-269.0,-19.0,168.0,41.0,0.5,0.4777777778,0.33333333330000003,0.6666666667000001,-9.8833926781,10.8855695714,0.5310458561,341.5,0.9487179487,0.9166666667000001,9.0,1.8856790291,-0.4735314232,1.8700746364,0.0,-64.5,0.75,0.4166666667,0.5,0.6666666667000001,130.0,0.2,0.5,0.7000000000000001,0.6666666667000001,0.10414470370000001,3.2747092160999998,-0.2823947424,1.4032146206,0.0,-23.0,5.5,5.6,,,,-293.6666666667,3.5397512495,-0.4891792594,1.1947912669,-235.3333333333,-228.0,-7.3333333333,51.1166666667,2.8921817344000003,-0.3475676285,1.5745472829,-0.0416666667,-60.0,6.0,5.5,6.0,5.5,5.5,2.5648521183,-0.3942755194,1.8762034352999999,-6.5,24.0,-91.5,3.5833333333,3.6,4.1111111111,2.3333333333,3.2666666667,799.0,7.0,7.0,3458.0,57.0,0.7983258615000001,-0.5571638047,-15.0,-25.0,-28.0,-24.0,34.0,0.8586847550000001,0.3382495708
s186,0.9182745329,-0.3096917688,1.1488255281,1.9,-1436.3333333333,-0.5,600.0,-423.3333333333,-0.30000000000000004,516.0,3.2982147296,-0.42090232590000004,1.160822357,-0.0277777778,-14.0,0.0,-71.0,0.0,61.0,-14.0,-14.0,-21.0,8.0,9.0,18.0,19.0,59.0,2.5124262534,-0.22286854150000002,1.2649341751,0.8333333333,-0.1666666667,6.375,-0.0041666667,2.0,-0.0085,-1.625,12.5,-0.09098497500000001,2.0,-0.0210350584,-3.1569282137,-12.0,14.0,0.112183166,-0.9504000389,9.4,6.8,1.7145413972,-0.6314586256,1.3620988794,0.0,-26.0,-0.0081236759,-0.0050941169,0.6111111111,14.0,19.0,15.0,13.0,21.0,27.0,24.0,24.0,33.0,19.0,7.0,22.0,16.0,10.0,23.0,0.0,433.5,0.0357142857,-203.0,1.6415836513,-0.7135321003,1.4840038665,0.7052545156000001,11.1111111111,-11.1111111111,-44.4444444444,5.3333333333,3.5,36.0,28.0,33.0,25.0,25.0,42.0,0.6063492063,37.0,180.0,1.0,9.0,-16.0,20.0,0.6169890404,0.5,3.6,0.0011495662,0.8532150269000001,0.9,15.9,0.0011963453,0.75,-0.0063068791,0.6666666667000001,3.0,2.3289407014,-0.6072872181,1.4151656434,-0.1599616858,-182.0,-0.0012315271,29.0,-0.1587301587,-211.0,0.1262195122,-65.0,4.9333333333,2.7316560807,-0.3239199169,1.0757481077,-314.0,-27.0,28.5,45.0,,,,,,,0.49019538360000003,329.0,0.9742268041000001,0.9226804124,14.0,1.2704070835999999,-0.1539535782,2.7757720893,0.0,-5.0,1.0,0.9166666667000001,0.9166666667000001,1.0,129.0,0.2,0.30000000000000004,0.5,0.2,0.070712041,2.9265741283,-0.3189436748,0.9401898576000001,0.02,-18.5,5.1,4.6,1.8522295923,-0.3367926844,1.2657984204,-255.0,2.4607359539,-0.3062972536,1.2668686389000001,-210.1666666667,-257.3333333333,47.1666666667,9.7694444444,2.9899450982999998,-0.43263428330000003,1.2876984276,-0.10416666670000001,-91.0,6.5,5.5,6.5,4.5,6.5,2.8576543139,-0.41853703210000004,1.1597574936,-0.0,-2.5,-22.0,3.8333333333,2.9,4.4444444444,2.2222222222,2.5333333333,912.5,8.0,3.0,3201.5,52.0,0.41367524250000004,0.1898597794,-12.0,-13.0,-18.0,-17.0,29.0,0.8079110451,0.2113031205
s187,1.5042470977,-0.3466730619,0.95222751,2.15,-1046.5217391304,-0.2333333333,477.0,-393.5714285714,-0.30000000000000004,510.0,2.4252198602,-0.44028695500000004,1.5603491032,-0.058823529400000005,-51.5,-0.0869565217,-30.0,-0.0857142857,46.0,-21.0,-27.0,-23.0,10.0,11.0,14.0,20.0,36.0,2.5415974678,-0.2410549429,1.6934487650999999,0.6666666667000001,-0.1666666667,5.5416666667,-0.0041666667,1.0,0.0115,0.625,14.625,0.2063380282,0.0,0.0097746479,-0.7042253521,-19.0,17.0,-0.025291888000000002,-0.9521105749000001,8.2,5.2,1.6126690296000001,-0.7691813019,1.2894409848000001,-0.2777777778,-267.5,-0.012752954,-0.0076956662,0.5277777778,15.0,16.0,15.0,24.0,25.0,26.0,25.0,26.0,27.0,25.0,24.0,25.0,24.0,28.0,26.0,-0.4375,176.0,0.125,-306.0,2.2200929051,-0.6036494453,1.360494815,0.7034883721,55.5555555556,-44.4444444444,-55.5555555556,4.6666666667,4.75,18.0,25.0,21.0,22.0,30.0,44.0,0.819047619,23.0,131.0,0.0,10.0,-26.0,21.0,0.6438240051,0.7000000000000001,5.1,0.0011541989,0.7064038992,0.7000000000000001,4.9,0.0012643378,0.5833333333,-0.0063068791,0.5925925926,5.0,2.7892854704000003,-0.4693414252,1.4965794338,-0.20689655170000001,-198.0,0.0,23.0,-0.20689655170000001,-221.0,0.060716139100000004,-186.5,3.0666666667,,,,,,,40.0,0.6666666667000001,0.6000000000000001,0.5277777778,0.7916666667000001,-2.9334655285,1.6441263653,0.42075720790000004,301.5,0.9595959596,0.9343434343,8.0,1.8062880699,-0.6348890804,1.1336468847,0.0,-32.0,0.25,0.6666666667000001,0.4166666667,0.33333333330000003,94.0,0.5,0.8,0.7000000000000001,0.5,-0.0175913782,2.503502738,-0.2709159755,1.2694429217,0.0,-46.5,4.8,4.5,2.2931738015,-0.4244582953,1.5504049710999999,-234.8333333333,2.9095353549,-0.39781939860000004,1.2120012629,-273.3333333333,-293.3333333333,20.0,17.275,2.8839902278,-0.5327180372,1.5790195291,-0.0416666667,-139.5,5.0,2.5,3.0,4.5,5.5,2.0305183728,-0.3862630006,2.0558234419,-125.0,-80.5,-212.0,3.25,3.5,3.2222222222,3.5555555556,3.2,844.0,10.0,6.0,4003.5,56.0,0.8201406683,-0.5118393086,-24.0,-26.0,-30.0,-36.0,31.0,0.1391221224,0.2164103357
s188,1.6553971331000001,-0.3906541429,1.1248903533,2.35,-842.2105263158,-0.36666666670000003,765.0,-1791.7857142857,-0.5333333333,469.0,3.2989632436,-0.4523213627,0.9504483634,0.0,33.0,-0.125,-125.0,0.0,33.0,-11.0,-21.0,-17.0,9.0,6.0,9.0,20.0,47.0,3.705051504,-0.3170093815,0.9709209863,0.33333333330000003,-0.33333333330000003,19.75,0.0083333333,1.0,-0.0003333333,-4.75,17.75,0.0714732888,1.0,-0.0066043406,-5.1817612688,-12.0,11.0,0.7663749999999999,0.299625,7.3,5.3,2.5817710318,-0.5075489121,1.3770965813,0.0,-194.5,-0.1955407771,0.0156371882,0.0833333333,20.0,15.0,10.0,21.0,25.0,27.0,34.0,30.0,35.0,14.0,16.0,11.0,11.0,19.0,34.0,-0.1875,194.5,0.0,-160.0,2.7126164176,-0.5790134084,1.8954628171,1.0,16.6666666667,-22.2222222222,-48.1481481481,4.0,6.5,38.0,40.0,31.0,27.0,37.0,43.0,0.7428571429,33.0,159.0,1.0,6.0,-18.0,26.0,0.707958889,0.8,4.9,0.0013683876,0.7659580708,0.5,11.6,0.002168459,0.5,-0.0063068791,0.18518518520000002,2.0,1.7278123472,-0.7131119813,1.7041428046,-0.6512605042,-401.0,0.09285714290000001,-55.0,-0.7441176471000001,-346.0,0.0428571429,-74.5,4.5333333333,3.1885105493,-0.4159927091,1.0041002776,-233.0,9.5,124.0,47.0,0.6666666667000001,0.7777777778,0.7777777778,1.1666666667,-4.7597051831,13.7119618225,0.2922559536,199.0,0.7938144330000001,0.7422680412,6.0,1.4988000702,-0.4761012115,1.8704031557,0.0,34.0,0.5833333333,0.9166666667000001,0.8333333333,0.9166666667000001,123.5,0.1,0.5,0.7000000000000001,0.5,0.0663242938,3.3548043198,-0.31358995,1.1600737113,-0.06,-68.0,5.6,5.4,3.4057636987,-0.4380434662,0.8991293248000001,-284.0,3.1150350331,-0.47911294870000004,1.1312574331,-288.1666666667,-225.3333333333,-62.8333333333,55.6847222222,3.7739158392,-0.3881689967,1.2066715543,-0.0625,-100.0,4.0,6.5,7.0,1.5,5.0,1.8079254163,-0.3951474035,1.350911389,-4.5,13.6666666667,-60.5,4.75,3.9,4.1111111111,2.2222222222,2.0,524.0,9.0,6.0,2133.5,76.0,-1.2809338455,2.3671236141,-11.0,-14.0,-23.0,-15.0,33.0,0.5102576716,0.21038350800000002
s190,1.4266479807999999,-0.6007128728000001,0.9107243003000001,1.9,-1184.0,-0.4,730.0,-407.0909090909,-0.2666666667,414.0,3.9887796148,-0.4213443637,0.9652445042000001,-0.0277777778,5.5,0.0,-74.5,0.0,66.0,-13.0,-13.0,-19.0,7.0,6.0,17.0,27.0,57.0,,,,0.1666666667,-0.5,14.4583333333,0.1625,1.0,-0.0221666667,0.2916666667,14.75,0.2247687132,3.0,-0.013656854500000001,-2.2504205214,-12.0,11.0,-0.051936270300000004,-0.9893972898000001,8.2,7.5,2.437160572,-0.5519713567,1.4469134965000001,0.0,-112.5,0.0081999711,-0.0015551871,0.8055555556,11.0,16.0,9.0,12.0,25.0,27.0,22.0,33.0,33.0,17.0,8.0,13.0,6.0,21.0,29.0,0.0,281.5,-0.1875,65.0,2.715631365,-0.5892975547,1.3850186606000001,0.7897727273,38.8888888889,-33.3333333333,-22.2222222222,5.3333333333,4.75,32.0,26.0,27.0,21.0,20.0,45.0,0.8571428571,33.0,262.0,1.0,4.0,-16.0,19.0,0.7597427368,0.9,10.9,0.0013282675000000001,0.9264404297000001,0.9,19.8,0.0019763447,0.6666666667000001,-0.0063068791,0.6666666667000001,3.0,2.2402454348,-0.5602637192000001,1.083697437,-0.21527777780000001,-96.5,0.1411411411,-110.5,-0.3564189189,14.0,-0.08108108110000001,-8.0,4.8666666667000005,3.5343131413,-0.3047826219,1.0059516289,-255.0,7.5,149.5,47.0,0.8055555556,0.8555555556000001,0.8888888889000001,1.1034482759,7.6659536778,-4.7074864135,0.2075183687,166.0,0.985,0.985,7.0,1.1124200289,-0.5314227521,1.2461968727000001,0.0,-107.5,0.9166666667000001,0.5833333333,0.75,0.8333333333,133.0,0.1,0.30000000000000004,0.2,0.6000000000000001,0.014225718600000001,4.5960629195,-0.3285888882,0.9997948093000001,-0.02,-39.0,5.2,5.8,,,,-217.3333333333,4.0081093302,-0.36946815590000004,1.5064137284,-203.1666666667,-209.6666666667,6.5,19.7555555556,3.9658487713,-0.4548084055,1.148272956,-0.0416666667,-131.0,7.0,7.0,3.5,1.5,2.0,2.1926907043,-0.4360138284,1.2853606087,24.0,43.6666666667,-42.0,4.75,3.3,3.6666666667000003,1.8888888889,1.8666666667,628.0,9.0,9.0,4344.5,59.0,-0.4374814206,0.4493158783,-14.0,-11.0,-21.0,-22.0,27.0,0.2295765239,0.18065125240000002
