"X","adaptive_n_back.hddm_drift","adaptive_n_back.hddm_drift_load","adaptive_n_back.hddm_non_decision","adaptive_n_back.hddm_thresh","adaptive_n_back.hddm_thresh_load","adaptive_n_back.mean_load","angling_risk_task_always_sunny.keep_adjusted_clicks","angling_risk_task_always_sunny.keep_loss_percent","angling_risk_task_always_sunny.release_adjusted_clicks","angling_risk_task_always_sunny.release_loss_percent","attention_network_task.alerting_hddm_drift","attention_network_task.conflict_hddm_drift","attention_network_task.hddm_drift","attention_network_task.hddm_non_decision","attention_network_task.hddm_thresh","attention_network_task.orienting_hddm_drift","bickel_titrator.hyp_discount_rate_large.logTr","bickel_titrator.hyp_discount_rate_medium.logTr","choice_reaction_time.hddm_drift","choice_reaction_time.hddm_non_decision","choice_reaction_time.hddm_thresh","cognitive_reflection_survey.correct_proportion","cognitive_reflection_survey.intuitive_proportion","columbia_card_task_cold.avg_cards_chosen","columbia_card_task_cold.gain_sensitivity","columbia_card_task_cold.information_use","columbia_card_task_cold.loss_sensitivity","columbia_card_task_cold.probability_sensitivity","columbia_card_task_hot.avg_cards_chosen","columbia_card_task_hot.gain_sensitivity","columbia_card_task_hot.information_use","columbia_card_task_hot.loss_sensitivity","columbia_card_task_hot.probability_sensitivity","dietary_decision.health_sensitivity","dietary_decision.taste_sensitivity","digit_span.forward_span","digit_span.reverse_span","directed_forgetting.hddm_drift","directed_forgetting.hddm_non_decision","directed_forgetting.hddm_thresh","directed_forgetting.proactive_interference_hddm_drift","discount_titrate.percent_patient","dot_pattern_expectancy.AY.BY_hddm_drift","dot_pattern_expectancy.BX.BY_hddm_drift","dot_pattern_expectancy.bias","dot_pattern_expectancy.dprime","dot_pattern_expectancy.hddm_drift","dot_pattern_expectancy.hddm_non_decision","dot_pattern_expectancy.hddm_thresh","go_nogo.bias","go_nogo.dprime","hierarchical_rule.score","holt_laury_survey.beta","holt_laury_survey.risk_aversion","holt_laury_survey.safe_choices","information_sampling_task.Decreasing_Win_P_correct","information_sampling_task.Decreasing_Win_motivation","information_sampling_task.Fixed_Win_P_correct","information_sampling_task.Fixed_Win_motivation","keep_track.score","kirby.hyp_discount_rate_large.logTr","kirby.hyp_discount_rate_medium.logTr","kirby.hyp_discount_rate_small.logTr","kirby.percent_patient","local_global_letter.conflict_hddm_drift","local_global_letter.global_bias_hddm_drift","local_global_letter.hddm_drift","local_global_letter.hddm_non_decision","local_global_letter.hddm_thresh","local_global_letter.switch_cost_hddm_drift","motor_selective_stop_signal.SSRT","motor_selective_stop_signal.condition_sensitivity_hddm_drift","motor_selective_stop_signal.hddm_drift","motor_selective_stop_signal.hddm_non_decision","motor_selective_stop_signal.hddm_thresh","motor_selective_stop_signal.reactive_control","motor_selective_stop_signal.selective_proactive_control","probabilistic_selection.positive_learning_bias","psychological_refractory_period_two_choices.PRP_slope","ravens.score","recent_probes.hddm_drift","recent_probes.hddm_non_decision","recent_probes.hddm_thresh","recent_probes.proactive_interference_hddm_drift","shape_matching.hddm_drift","shape_matching.hddm_non_decision","shape_matching.hddm_thresh","shape_matching.stimulus_interference_hddm_drift","shift_task.acc","shift_task.learning_rate","shift_task.learning_to_learn","shift_task.model_beta","shift_task.model_decay","shift_task.model_learning_rate","simon.hddm_drift","simon.hddm_non_decision","simon.hddm_thresh","simon.simon_hddm_drift","simple_reaction_time.avg_rt","spatial_span.forward_span","spatial_span.reverse_span","stim_selective_stop_signal.SSRT","stim_selective_stop_signal.condition_sensitivity_hddm_drift","stim_selective_stop_signal.hddm_drift","stim_selective_stop_signal.hddm_non_decision","stim_selective_stop_signal.hddm_thresh.logTr","stop_signal.SSRT_high","stop_signal.condition_sensitivity_hddm_drift","stop_signal.condition_sensitivity_hddm_thresh","stop_signal.hddm_drift","stop_signal.hddm_non_decision","stop_signal.hddm_thresh","stroop.hddm_drift","stroop.hddm_non_decision","stroop.hddm_thresh","stroop.stroop_hddm_drift","threebytwo.cue_switch_cost_hddm_drift","threebytwo.hddm_drift","threebytwo.hddm_non_decision","threebytwo.hddm_thresh","threebytwo.task_switch_cost_hddm_drift","tower_of_london.avg_move_time","tower_of_london.num_extra_moves","tower_of_london.num_optimal_solutions","tower_of_london.planning_time","two_stage_decision.model_based","two_stage_decision.model_free","two_stage_decision.perseverance","writing_task.neutral_probability","writing_task.positive_probability"
"s402",1.5984901607,-0.2583286205,0.367538938,1.7319191292,-0.0807348064,2,41.6666666667,0.2,21.7391304348,0.2333333333,-0.5583340241,-1.1474863766,4.4728131746,0.3993846299,2.3113229945,-1.1382895096,-7.5703703937742,-3.50911650777384,2.8448230897,0.2980111762,2.0309093321,0.5,0.1666666667,10,1.804112415e-16,1,-3.903127821e-18,-8.881784197e-16,11.4166666667,0.0814285714,2,-0.0047428571,-1.3857142857,-0.0581648741,0.542880527,5.6,5.1,1.767166316,0.5508869927,2.2897846432,-0.2378771918,0.288333333327,-3.93128692,-0.4269069514,0.1910395678,4.9380558016,4.8233942317,0.1438460484,3.0289497018,-0.9928100529,3.4727396196,115,10.925098711,0.2565783653,8,0.8170028687,0.0010498144,1,0.0012993304,0.5555555556,-2.74838415223502,-2.74838415223502,-2.74838415223502,0.2222222222,-1.0644554828,0.1500309908,1.6593278487,0.5308135996,1.8865568167,-0.4008990938,371.953333333334,-0.935836095704001,2.707643903627,0.338826269161,1.456485973054,24.94,51.66,0.449565575285,0.4609205121,11,1.3579932507,0.6035703629,2.2771665943,-0.2303117868,2.3545805753,0.5472071587,1.6769373266,-0.9757134719,0.3473945409,0.0407161394,-0.0020509589,9.3212291387,0.4573375342,0.1758269841,2.6562965569,0.3338568766,1.5020568364,-0.6211135589,375,5.2,4.7,366.244999999998,-1.034594311,1.7883341536,0.4126886911,0.158128097006093,309.3333333333,-0.1856310833,-0.0689554603,1.8049761744,0.3796195117,1.2460918758,1.7546398796,0.4153905216,1.5316228279,-0.9496537752,-0.3401254868,1.5021518105,0.4335249107,1.5909657969,0.0142375415,3414.9479166667,-9,7,6244.3636363636,-0.5860993414,-0.166312192,-0.5412287551,0.148944402,0.150343985
"s403",1.7568628616,-0.3702354048,0.0429184413,2.0929905595,-0.1108006142,2.05,39.0588235294,0.4333333333,22,0.3,-0.4663525048,-0.8728760834,4.3871721131,0.3128949643,2.3063169109,-1.2666764061,-8.88447562494679,-4.80102528949227,2.9884757175,0.2577455758,1.7891588566,0.1666666667,0.5,4.5833333333,9.020562075e-17,2,-0.004,-1.4166666667,19.4166666667,0.2687943262,2,-0.0149148936,-0.8953900709,-0.2511978152,0.6597643651,6.7,6.5,1.742854819,0.4108248748,1.5187209364,-0.8280627494,0.1388888889,-1.3816714483,-1.5245999344,-0.7548590441,3.810416849,3.1850757119,0.1801064544,2.840854153,-1.070541321,3.8243251091,134,4.755929149,0.1346114405,5,0.6809286594,0.0013511221,0.8323936462,0.0019961081,0.5555555556,-4.62558118030196,-3.66467488645178,-2.74838415223502,0.2592592593,-1.0920641118,-0.3637136193,1.8638626793,0.3650484592,2.08093926,-0.339407368,328.3333333333,-0.542547412,2.3157146619,0.3003045478,1.2364217652,-9,9,2.0886910846,0.619533426,11,1.7088460389,0.5384111074,1.8671366746,-0.3368108434,3.5755321471,0.4317855986,1.8304364249,-1.1625200646,0.5220588235,0.0545806025,0.0023080581,4.9058906804,0.6466448475,0.2713594425,3.1715753154,0.2954515417,1.0604348372,-1.1915049394,274,6.9,4.8,285.3333333333,-0.3667714256,2.2100973545,0.3462989847,0.190337038485275,206.1666666667,1.2130697277,0.7628077553,3.5153724687,0.1919282376,2.5188720608,3.1345463732,0.370962227,2.5552515737,-0.8843289796,-0.1618901352,1.0034006526,0.2769027356,1.8821117662,-0.0911671238,1938.1633333333,17,6,3200.8333333333,-0.2815836533,-0.0817363001,0.6186282893,0.2029703005,0.3563298782
"s408",2.6709099829,-0.9851135323,0.2675085801,1.2567225098,-0.0044757161,1.3,25.0384615385,0.1333333333,11.6666666667,0.4,-0.3275137519,-0.6639631375,2.927362055,0.3405061763,1.8618847799,-0.856729608,-5.9519813684018,-3.50911650777384,3.0013805156,0.2482538625,1.5487527004,0.6666666667,0.3333333333,7.5416666667,-0.0208333333,1,-0.0001666667,-2.4583333333,7.3333333333,-0.05,1,0.0006666667,-2.6666666667,0.1439006481,0.7749126956,9.2,10.6,1.6826290201,0.4939430178,2.136590594,-0.6300095243,0.4722222222,-4.8491007105,-2.2449458697,-0.2282999586,3.5248410059,3.1233177087,0.279022714,1.271262008,-0.6331575077,2.7534345291,176,25.7627506452,0.3968411315,9,0.6083211422,0.0007580338,0.8065824509,0.0011352097,0.6388888889,-6.44960993207197,-4.62558118030196,-4.62558118030196,0.5185185185,-0.9020814247,0.0570645775,0.9202426942,0.4747097861,2.0047792011,-0.1870253017,352.473333333336,-1.026529618361,3.033072087834,0.308126322848,1.646340939641,24.03,79.2,-0.664184344606,0.5400150787,3,1.6452693319,0.4808231588,1.9419224739,-0.3750034919,2.995307514,0.4038144281,1.9324581005,-1.2254050966,0.5319693095,0.0784468945,-2.98297e-05,5.5452430789,0.3260572066,0.1803746815,2.6653786669,0.3052384467,1.4717970423,-1.0363433297,337,6.5,4.9,320.278333333332,-0.776768669523,2.635831438774,0.325476235218,0.510993859705567,374.5833333333,-0.9504772678,0.04533034396,2.7614304592,0.29382200382,2.8547251334,2.100091489,0.2639884066,2.0496398556,-0.9159816746,-0.2352692462,1.7924740454,0.3244400513,1.5223978956,-0.0925384818,2580.94571740158,4,5,4714,0.0428325053,-0.2559154283,-0.2617542691,0.9133156862,0.2467773976
"s409",2.3197102439,-0.3786145901,0.2307308996,1.9064812971,-0.1011052356,2.75,16.8695652174,0.2333333333,13.9230769231,0.1333333333,-0.3928040207,-1.006511235831,3.345787574,0.3950709014,1.7431033577,-0.9099511722,-8.12587364538506,-6.39084920643165,3.8681375561,0.2849025529,1.4259177483,0.8333333333,0.1666666667,2.2083333333,0.0958333333,3,-0.0075,-1.0416666667,4.0416666667,0.0545303408,3,-0.003514547,-0.6172069825,-0.0705329912,0.5551628988,8.4,6.4,2.2670467684,0.426930232,2.1723672084,-0.1984895963,0.2777777778,-1.2227893696,0.1994821427,-0.5629734621,4.194188013,3.1168447673,0.2263797046,2.786308956,-1.1195720593,3.7262636324,147,10.925098711,0.2565783653,8,0.7225572586,0.0011932081,1,0.0013864687,0.6111111111,-5.55373019036174,-4.62558118030196,-4.62558118030196,0.4814814815,-1.2934361027,0.3298285698,1.8384617307,0.5040295732,2.2051144965,-0.2786286582,242.5,-2.1361335185,4.8382812003,0.1753746043,2.042675032187,-6,242.5,3.6714956565,0.5647509022,12,2.424005509,0.5320476094,1.9716556054,-0.3349176389,2.9668125812,0.3762748563,1.8907733303,-1.2569856667,0.5492610837,0.0714907041,0.0026784288,6.9963248165,0.7025889763,0.2399701109,2.9507466869,0.2876132806,1.4046032032,-1.0525094748,329.5,6.9,5.7,238.3333333333,-0.636327349,3.7484626607,0.4886864113,1.00734459114766,247.1666666667,-0.4635567189,0.3933660789,3.5508893869,0.3659670013,2.2716721499,2.0944466048,0.3352659964,2.2775969128,-1.133879513,-0.3211003023,1.9601640868,0.3624952232,1.9746742565,-0.0008489902,2304.3296296296,4,6,3800.1666666667,-0.7694150622,-0.582700374,-0.7228613329,0.1561066866,0.4824774191
"s420",2.0424465086,-0.5164240864,0.0765351066,2.7359776822,-0.2930471386,2.25,29.6956521739,0.2333333333,10,0.2333333333,-0.4441893533,-0.8952722716,3.5847286301,0.3327553195,2.2982129359,-0.6499422617,-12.486845309681,-6.85954366309187,3.7380071875,0.3166295502,1.3547116936,1,0,7.8333333333,0.0666666667,1,-0.0046666667,-1.9166666667,14.7083333333,0.031504065,1,-0.0012390244,-2.6483739837,0.2913645539,0.7438233669,9.2,6.9,1.6702593839,0.4418939978,1.9774056449,-0.2941053975,0.7222222222,-2.3780959386,1.0009904264,0,5.3201349372,4.1862872311,0.2914873589,2.061079353,-1.000720337631,3.78633637072,170,25.7627506452,0.3968411315,9,0.7112888336,0.0012869834,0.8643798828,0.0015050557,0.6666666667,-6.44960993207197,-5.5375955589523,-4.62558118030196,0.5555555556,-1.1715518001,-0.0457691839,2.2186939775,0.4628763096,1.9578052906,-0.2742641567,345.6666666667,-1.1478152316,4.4083917244,0.2702870403,2.1460455079,9,74,3.7260108862,0.5764527051,10,1.4148530154,0.4120408347,1.8959157842,-0.3695823476,3.107258958946,0.433463759667,1.739188739693,-1.506863809586,0.4423076923,0.0445630294,0.0017136935,5.2317832464,0.5902508825,0.3011688858,4.2869574926,0.3343039962,1.443711837,-0.9605573985,375,5.4,5,253.6666666667,-0.2833345976,3.581275541,0.3367599571,1.11169573651026,293.1666666667,-0.4360082528,-0.0573746654,3.2702941208,0.3328029532,1.9986939286,2.5084162723,0.335314784,1.8914810472,-0.8475534338,-0.2883268552,1.9366094791,0.3635055844,1.5482696988,-0.0079236474,2225.5316666667,-1,9,2729.2083333333,0.4723277831,0.177265601,0.4133495193,0.9035151993,0.2917111564
"s421",2.0616067632,-0.2430613681,0.0793630221,2.2276560503,-0.1690453619,3.15,36,0.3333333333,28.4736842105,0.3666666667,-0.3782924612,-0.9224762342,3.4937245669,0.36754534,1.9684472061,-1.2692917135,-8.68715741552147,-5.81662739539615,5.3093219694,0.3280397235,1.4740971582,0.3333333333,0,11,-0.0083333333,1,0.0036666667,-2.6666666667,14.2083333333,0.1513784461,1,-0.0046115288,-3.3746867168,-0.0240559271,1.0010387412,9.8,8,2.1088938932,0.4156852416,1.7132600252,-0.1409520312,0.1388888889,-2.2368951772,1.0934114686,0.7263267092,3.8674815188,2.5779039268,0.2340998863,1.182532426,-0.5402436899,4.8849203713,203,10.925098711,0.2565783653,8,0.6603713036,0.0011493297,0.8921030045,0.0018235242,0.5555555556,-3.66467488645178,-3.66467488645178,-2.74838415223502,0.2962962963,-0.9612838472,-0.42708486,1.9822724831,0.4150346913,2.3768326065,-0.3175885422,467.3333333333,-1.8361842531,4.1455413622,0.254353558,2.7606517475,7.54,165,-0.3461080515,0.4425460302,10,2.1887542446,0.4621263628,1.9297936132,-0.3205932049,4.1158292383,0.3793524076,1.9270356335,-2.1779319811,0.5392156863,0.0234743351,-4.41e-08,3.2945349751,0.6889318171,0.4031569478,3.5150868412,0.2898870956,1.2164712891,-0.5533583453,287,5.4,5.2,246.5,-0.7575864112,2.9592269976,0.3105802628,0.555755771534116,267,-0.3412668171,0.1602886917,2.5810488251,0.3532197428,1.3408807709,3.2430773688,0.390689109,2.1474227774,-1.6637383811,-0.1794757705,1.7598563449,0.3429372118,1.6284798428,-0.0791345013,2277.6791666667,14,8,2830.9166666667,-0.4668818495,0.6569887512,-0.4302844821,0.8504261364,0.3360540439
"s425",2.0052971669,-0.2992609041,0.3218934104,1.6784573843,-0.0233668685,2.9,23.3043478261,0.2333333333,16.5833333333,0.2,-0.263162039,-0.7639748954,4.2006456073,0.4328558589,1.7119303093,-0.5389801046,-11.0864558377482,-11.1877597641468,4.5761041097,0.3555649836,1.5426219658,0.5,0.3333333333,9.25,0.2,3,-0.0146666667,-3.1666666667,8,0.2260395365,3,-0.0117396046,-1.3203817314,0.0328147788,0.9367403986,8.8,5.8,3.0609214688,0.4097604465,2.3435609966,-0.580800982,0.7777777778,-0.7213488265,1.4868645415,0,5.3201349372,4.2669910629,0.1685732649,3.3499727771,-1.1652624446,3.6348828618,115,1.2928725743,0.0438060331,4,0.7898870468,0.0011568534,0.9989257812,0.0012355188,0.6388888889,-6.44960993207197,-6.44960993207197,-6.44960993207197,0.6666666667,-0.6995721781,-0.1026270899,1.8670579837,0.6411566344,2.1696039437,-0.3034924398,240,-2.3433378824,3.7668236457,0.2733139272,2.4180739894,18.5,132.24,4.115043024167,0.6205315846,12,2.4439023767,0.5655091285,1.6717025042,-0.3472374232,4.2770655003,0.3778744388,2.4644683242,-1.6582821516,0.4702970297,0.0884657349,-0.0023644707,9.6051870811,0.6352429324,0.1711385329,4.8138765475,0.3107061747,2.1181244103,-0.6224020639,322,7,5.9,251.5,-0.7106561675,4.3064815871,0.3997850871,1.12796356795431,230.3333333333,0.2278436755,0.8656855288,4.0831739688,0.4026369074,2.7206383977,4.4764632913,0.3406296386,2.8070688065,-0.9317552625,-0.170052129,2.157017722,0.4084380231,1.3672470038,-0.0884008535,2538.7121212121,1,10,4452.25,0.655778429,0.4021284752,1.7220383128,0.8712921405,0.4169467646
"s427",2.1224650045,-0.4601958804,0.060341832,2.8314734486,-0.3030026753,2.6,52.3125,0.4666666667,27.8421052632,0.3666666667,-0.5282438382,-1.3015963204,3.4212806999,0.4272172742,1.4023715896,-0.57082219,-8.61729920285911,-8.23639148448714,4.4878975678,0.2318154188,1.8108182418,1,0,18.5416666667,0.0541666667,2,-0.0045,-2.0416666667,15.8333333333,0.0434143353,0,-0.0035662651,-0.2646518276,0.1679178428,0.6798390487,8.4,7.6,2.3889125989,0.4606543008,1.8143451937,-0.5853781174,0.8888888889,-1.5109111461,-1.5039144905,-0.9927888592,3.3345572188,2.4506600627,0.2462515447,1.5698094664,-1.2890129855,3.38738178,178,59.8991114415,0.8568707964,6,0.7865528107,0.0007102496,0.9581481934,0.0014388031,0.5,-7.3659006955689,-6.44960993207197,-6.44960993207197,0.7037037037,-1.2283284355,-0.1613660053,1.9660586916,0.4333505302,1.6959394196,-0.2110801725,341.6666666667,-0.567169788,2.4315179293,0.3271985313,1.2658690807,23,24.5,19.0665719988,0.440642957,14,2.0079778353,0.5564295397,2.2074151235,-0.2974207045,2.4546137986,0.4339898055,2.098127681,-1.9422471336,0.566084788,0.1019991015,8.09915e-05,6.912741856,0.6134121117,0.1977788508,3.6272332781,0.3019275706,1.2648131321,-1.3382664409,283,5.9,5.8,352.5,-1.3295758106,2.3517804209,0.3057134932,0.405161453276369,218.8333333333,-0.5435815455,0.2090427535,2.5479360399,0.2914186309,1.2004667343,2.672997917,0.3672887241,1.631302611,-1.4229361749,-0.16186189,2.1986784093,0.3300613715,1.8925395691,-0.0568604686,2188.395,0,8,4235.1818181818,-0.7244273475,0.0125287242,-0.4587449527,0.8524613581,0.6024930231
"s430",2.0543492841,-0.4345721337,0.2043717684,2.1124291666,-0.2154232499,2.3,29.0909090909,0.2666666667,19.347826087,0.2333333333,-0.421774954,-0.9794524898,2.7262583571,0.3578195608,1.8230833779,-0.9143161217,-6.62817135822683,-4.99697860615993,2.6947331839,0.2680364908,1.4380379134,0.1666666667,0.6666666667,8,0.0666666667,1,-0.002,-2.75,16.1666666667,0.0908004901,1,-0.0021686747,-4.6101694915,0.3154680378,0.505265285,7.9,6.3,0.927018471,0.3859225143,2.3096025379,-0.4534376011,0.1944444444,-0.162778607,-3.0332911827,-0.455237667613,2.429133722443,0.7971843286,0.3420484192,1.4528413237,-1.2083775268,3.5486526974,117,2.3916188301,0.3492235958,5,0.7857666016,0.0016728677,0.999609375,0.0018542194,0.6666666667,-2.06733925704992,-3.66467488645178,-2.74838415223502,0.2222222222,-0.8984603061,0.3028742252,1.6362033189,0.4122253498,2.1962610488,-0.3597225046,491.6666666667,0.0975820441,2.1686591621,0.342964114,1.5969928693,-21,-22.5,4.358903020167,0.6430235714,5,1.1740700236,0.5694872575,2.3907336561,-0.0629871331,2.6218152746,0.4458974696,1.8755788144,-2.1075180784,0.4296875,0.0414839287,-0.0036589676,6.561776441472,0.5432466215,0.0312621085,1.3015831478,0.3032444801,1.3896650921,-0.8206171505,364.5,4.7,4.2,259.6666666667,-0.3281379701,2.1943320269,0.331940679687,1.25980494337216,347.6666666667,0.0501896048,-0.1097073352,2.0155501211,0.3606886902,1.4249096603,2.2661988716,0.3423463286,2.2326149605,-0.5823221915,-0.1508542557,1.4346347618,0.2449099392,1.9554435328,0.0338110568,2155.2894179894,14,2,3330.5833333333,-0.2239433672,-0.551231551,-0.73667861,0.8174712713,0.3280157393
"s441",2.0212102927,-0.7067550118,0.0209228524,2.6977799039,-0.3966208697,1.55,29.35,0.3333333333,24.7058823529,0.4333333333,-0.3918491098,-0.9045500417,3.7032195913,0.3824288423,2.0427742829,-0.9470766027,-8.11398061836137,-7.3104841839108,3.4177413569,0.3450895541,1.747637171,0.1666666667,0.6666666667,10,2.498001805e-16,1,-1.517883041e-18,-5.551115123e-17,13.1666666667,-0.0170212766,1,0.0001702128,-4.4964539007,-0.1576093857,0.744267249,6.7,5.5,1.9396671393,0.4254664557,2.3877512535,-0.093339864,0.2222222222,-0.1538355148,0.3660675282,0.1954308362,4.9292732649,2.1111046777,0.3541319365,1.7889020471,-0.9437793146,3.5708010963,179,2.3916188301,0.3492235958,5,0.7985671997,0.0017424483,0.988671875,0.0016435172,0.4444444444,-5.55373019036174,-4.62558118030196,-3.66467488645178,0.4444444444,-1.1126380432,-0.0889460367,0.7067942585,0.413757101905,2.3442457936,-0.2326382093,372.3333333333,-0.1918152899,2.325101399,0.3398282464,1.8047101564,43,60.5,1.68950105974,0.7661515078,11,1.7025367779,0.4882670668,2.4542626558,-0.467636334,2.2739375012,0.4837015092,1.5418410312,-0.559953545,0.3333333333,0.0188349113,-0.0012999245,6.616768506312,0.762087815,0.0152818433,3.6831718445,0.2543193444,1.6342005571,-0.7717410512,325,5.1,5.5,330.3333333333,-0.3189785965,2.8957241947,0.335317517443,0.663730108801055,269.8333333333,-0.1990870752,0.2800794396,2.5990209197,0.3412903377,1.7996531159,3.2771848287,0.3162844621,3.2834513879,-1.0364794661,-0.0905910596,1.7002283216,0.2630330286,2.1337857568,-0.0714194485,2517.875,-5,8,5299,-0.685208712,-0.0769516029,-0.7604579401,0.2099747325,0.1588319678
"s449",1.7941489089,-0.1372431426,0.1068131788,2.2646700629,-0.1786027301,3.8,53.35,0.3333333333,21.4666666667,0.5,-0.2862611918,-1.1608776843,3.1306022781,0.3616051333,1.6198330342,-0.9506936702,-7.49523627060709,-8.20940228855324,3.5925672346,0.2798739064,1.1347385132,1,0,4.5,0.0583333333,2,-0.0053333333,-1.5,6.5,0.0575594391,2,-0.0085376956,-1.3529770372,-0.0594019397,0.794921875,7.8,4.7,1.6283227509,0.4741494239,1.7580776002,-0.5172802845,0.5555555556,-2.9232990097,-0.8278213703,-0.5629734621,4.194188013,3.0877448929,0.2361065081,1.5588844087,-1.070541321,3.8243251091,246,59.8991114415,0.8568707964,6,0.7666687012,0.0017125011,0.9,0.0021133988,0.6666666667,-6.44960993207197,-4.62558118030196,-4.62558118030196,0.5185185185,-1.2074120274,-0.2372511003,2.1391368818,0.3027832425,1.7894636837,-0.2630902871,260.3333333333,-2.4576615124,3.3847020201,0.2420787774,2.2273666411,11,237,7.684854881274,0.3918505786,15,1.7261369184,0.4987608087,1.9887068577,-0.0039727189,3.471156826,0.3822792288,1.6387619944,-1.6173015792,0.3449131514,0.0707567401,0.0003729727,1,0.579329640132,0.1,2.9885178209,0.2508907332,1.9372047124,-0.8227477407,321,5.8,5,240.5,-0.5509084283,3.8045732052,0.2377518523,0.788716427790247,234.5,0.3445967117,0.5562172323,3.2213722375,0.3651708656,1.6686481505,3.1142271401,0.4266858864,2.1530725758,-1.2140744974,-0.2276726954,1.985641318,0.3376555861,1.418329567,-0.0770530506,1597.55,3,9,4259.9166666667,-0.4650532224,0.4063065881,-0.1041922491,0.8238883472,0.508299113
"s451",2.2536053666,-0.5494450053,0.1004678272,2.2969259545,-0.1619680358,2.15,39.7368421053,0.3666666667,20.2380952381,0.3,-0.4358031776,-1.0188367878,3.0149324631,0.3846369233,1.7064885296,-0.8453252356,-10.4071356630547,-6.33602358595094,5.1475779499,0.3099817604,1.873917966,0.8333333333,0,13.9583333333,0.0625,1,-0.0028333333,-2.625,15.5416666667,0.0104761905,1,-0.000152381,-3.9380952381,-0.1580180448,0.7129976663,7.4,8.3,3.0913266888,0.4868908023,2.2047395278,-0.4889654243,0.8055555556,-0.4598088684,0.2457325016,0,5.3201349372,3.7338832096,0.1490077048,2.632097183541,-0.8893284577,4.1867508355,238,10.925098711,0.2565783653,8,0.7293655396,0.0010473463,1,0.0010621789,0.6388888889,-6.44960993207197,-6.44960993207197,-4.62558118030196,0.5925925926,-0.9944035682,-0.0373421236,2.1688199549,0.4608114523,1.5922433188,-0.426263498,348.1666666667,-1.0900173581,3.6874785067,0.3426157503,2.4908335057,6.5,99,-4.1590127806,0.6377633009,15,2.1360271316,0.4691869442,1.7630820864,-0.4065501934,3.4055803951,0.4685014146,2.0103267249,-1.05257192,0.4362745098,0.0907698997,-0.002714503,5.7117120626,0.5192696021,0.2961682811,3.3394911105,0.3150378805,1.416512924,-0.5785577894,337,4.9,6.1,320.3333333333,-0.4750051016,3.0081927377,0.1728943737,0.780298174329745,302.1666666667,-0.449592119,-0.035479124,3.5172596228,0.3293157544,2.4497126212,2.6487156802,0.3138955162,2.0135411547,-0.9273230965,-0.2423167401,3.0857070573,0.4132832543,2.4411440787,0.0108022948,2855.9555555556,2,6,4804.6363636364,0.8264256708,-0.0115546974,-0.0848758265,0.51847973,0.176661702
"s453",2.6958242782,-0.7054190365,0.1589888621,2.4614854865,-0.1927104224,2.35,39.0909090909,0.2666666667,30.5263157895,0.3666666667,-0.3677028563,-1.0831208785,3.4880426218,0.4639404789,2.1178981432,-0.526160845,-7.20732154130217,-4.88707932369044,3.8187080505,0.3353116746,1.6830717595,0.3333333333,0,10,1.665334537e-16,0,8.67361738e-19,4.440892099e-16,24.2083333333,-0.1130550622,0,-0.0026394316,-0.9915630551,-0.2404509347,0.3458355135,8.9,8.9,1.5516072926,0.4422298533,2.0737649274,-0.3295036526,0.251666666667,-0.4003417636,0.2213487444,-0.5720779213,2.493135343,1.7308712538,0.2688918182,1.5086525091,-0.8742787237,3.2356769612,113,46.0626954627,0.8291899447,10,0.7586198807,0.0009973241,1,0.0016370174,0.4722222222,-2.74838415223502,-2.74838415223502,-2.74838415223502,0.2222222222,-1.4947181146,-0.9436822618,1.7971752304,0.4789960499,1.6067267204,-0.2087295421,357.159999999996,-0.932638945118,2.810528741524,0.335709849083,1.613989756323,25.2,63.56,-5.2974742799,0.647701198,6,1.0544466863,0.6035378745,2.0207154879,-0.037706939,3.1103913724,0.4265518977,1.6566989245,-1.4640441569,0.4154228856,0.0561012253,-0.0021947116,6.759760348734,0.7858117903,0.0728928821,3.2927495846,0.3319131966,1.4545195988,-0.458341226,380,5.9,4.9,485.5,-0.3841855334,1.652233092,0.3468503985,0.213774003066169,237.1666666667,-0.616818589,0.2362881874,3.5992720102,0.3631890224,1.7669868139,2.510321471,0.4916203492,1.9304678786,-1.425419813,-0.256236612,1.0115832021,0.238591447,1.8829869949,-0.1039762273,1612.4242424242,2,11,5918.0833333333,-0.0558087779,0.0786601453,-0.6423550246,0.9166965387,0.1534768705
