,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,writing_task.neutral_probability,writing_task.positive_probability
s397,1.6624701201,0.18990238410000002,2.1561387036,7.55,35.1666666667,0.2,28.2,0.33333333330000003,-0.2213666701,-0.5030092026,3.7236087609,0.32805458670000004,1.5086960815000001,-1.3710972521,-8.933467256391406,-8.019306313370377,2.837342613,0.1972760288,1.6783257496,0.6666666667000001,0.33333333330000003,17.0416666667,-0.0041666667,1,0.0005,-2.9583333333,11.5416666667,-0.0070291777,1,0.0005119363,-3.1054376658,-0.1826783115,0.9053857351,8.1,8.6,2.2251607565000002,0.3867440562,1.7665199238,-0.3793571659,0.9166666667000001,-0.3478366679,-0.40809723140000004,-0.5629734621,4.194188013,2.5570659634,0.2869631682,1.9271194170000001,-1.1195720593,3.7262636324000002,135.0,6,0.7522890091000001,0.0014577191000000001,0.9300781250000001,0.0019152839000000001,0.6944444444,-8.511264302067358,-8.511264302067358,-6.449609932071972,-1.2775681733,1.940018755,0.3504168548,1.3608579171000001,0.1827106585,223.8333333333,3.0617780802,0.3251295905,1.5998069798999999,7.0,149.5,-0.9352962321,0.5081787552,14,1.4828713948,0.3059817167,2.1038171296,-0.2868381685,2.4108365977,0.35960589470000004,1.7734459901,-0.8186374532,0.4447174447,0.1106431246,3.1112572276,0.2791013536,1.3532186975,-0.8224451554000001,300.5,6.3,6.1,300.1666666667,2.9677920222000003,0.3211798433,0.6274905003287651,201.3333333333,181.8333333333,2.4838674835,0.2746011899,1.6238511382,-19.5,63.8916908467,2.2879670378,0.3252838618,1.763717518,-0.4901537808,-0.7306481943,-1.1377987306,1.6900943381,0.30829236060000004,1.5614675751,-0.9467205066000001,0.1439397131,2067.494047619,21,5,3340.6666666667,0.8247091964000001,0.3918977625
s402,1.7135418581000001,0.21962076160000002,2.624702953,2.5789473684,21.2,0.1666666667,25.0,0.30000000000000004,-0.2867582229,-0.45278928630000004,2.3533071788,0.6122976498,1.6874095421000002,-0.6620292312,-6.883867770889236,-3.6713052962476196,3.4063192333,0.44228638070000004,2.4779344035,0.5,0.33333333330000003,15.0,1.804112415e-16,2,5.2041704280000005e-18,0.0,16.4166666667,-0.0087511191,0,0.0014601611,-0.11168307970000001,-0.0671990412,0.0225015898,7.8,8.4,1.7819953342,0.7566954237,1.9802089149,-0.3557774597,0.0,-1.4214305375,-0.0985191693,0.1932209246,4.933693088,2.1444331721,0.0032951297,3.5130647362,-1.6553879915,2.654631768,108.0,8,0.689743042,0.0004905462,0.9926757812,0.000756605,0.75,-2.748384152235016,-2.748384152235016,-1.8444397271102142,-1.4333543222,1.8372217762,0.5687990593000001,1.5301024383000001,-0.3183409202,,,,,,,,0.41316341830000003,12,1.5752543815,0.7370419802,1.9843872228000001,0.0298522144,3.0646125506,0.5035972762,1.7224171081000001,-1.5389385372,0.2875318066,0.0338443637,1.5747482121,0.3846475038,1.4791299119,-0.5155312462,704.0,5.5,4.7,704.1666666667,1.5249097541999999,0.5475279755,0.1101400284577665,465.1666666667,443.5,1.9800260975000001,0.5362861065,1.2957263206,-21.6666666667,3.3616350257,1.1253381067000001,0.5722750305000001,1.6555262721,-0.15339594280000002,-0.3634107286,-0.598067946,1.2922480266,0.5787962495,1.9088879028,-1.1475000218,-0.5178432807,2745.2729166667,11,7,2883.4166666667,0.8674306435,0.17458179170000002
s403,1.1000267581,0.2178589532,1.56152259,2.1,44.384615384599996,0.5666666667,42.1428571429,0.5333333333,-0.5757233159,-0.6088236404,2.9010701669000003,0.31918335070000003,1.6253279549,-1.04555535,-8.93761458930821,-7.14959374633124,2.0385661301,0.26517779880000003,1.4173030797,0.1666666667,0.5,15.3333333333,-0.0166666667,2,-0.006666666700000001,-3.0833333333,26.9545454545,-0.0314327062,0,-0.000512301,-0.9143270622,-0.25081818640000003,0.9586627058,6.3,5.5,1.097016621,0.45212299110000004,1.7637491226000002,0.0264476389,0.2777777778,-2.6164209407,-1.0277319912,0.1954308362,4.9292732649,2.4203598278,0.2102258957,1.7720928327,-0.9928100529,3.4727396196,124.0,7,0.7021194458000001,0.002240109,0.8258712769000001,0.0024563923,0.5833333333,-5.553730190361736,-4.625581180301964,-5.537595558952301,-0.7165691879,1.4536391168,0.3184086364,1.7966799055,-0.4015280144,,,,,,,7.1036079313,0.5443285807,10,1.5819112823,0.5625039206,1.5016046929,-0.1824363759,2.9266402221,0.3848616342,1.7229522735,-1.7903401630000002,0.45771144280000003,0.0510474645,2.2135498182,0.2770838739,1.5467829596,-0.1828850888,345.5,6.1,4.3,219.0,3.1762019718,0.3835395974,0.5684694793966716,222.3333333333,257.5,2.6426680095,0.3621757387,1.3555472614,35.1666666667,36.185520362,2.3288183219,0.36766198370000003,2.0762989294,-1.5530568137,-0.1509990756,0.1101402657,0.8100354035,0.0726656213,1.8311628765,-0.48021722800000005,-0.9586641972000001,1503.9148148148,16,7,3136.25,0.9095457374,0.2468086555
s408,0.9355605944000001,0.3632445342,1.4264140023,1.8,29.5238095238,0.30000000000000004,15.0,0.1666666667,-0.30581331980000004,-0.6152954313,3.6799407177,0.33809835450000003,2.3254749714000003,-0.3308029758,-7.194799155124512,-6.1495056581918845,3.1748718638,0.2438250731,1.7625731051,0.8333333333,0.1666666667,7.25,0.0083333333,2,-0.0016666667,-2.75,8.0416666667,0.0025550661,1,0.0002881057,-2.3566079295,0.1041058182,0.988330248,9.2,7.3,1.7387111978,0.4023956456,1.6904093465,-0.3306564523,0.30555555560000003,-4.6024344544,-1.72869592,0.1910395678,4.9380558016,3.3134012950000002,0.2205659116,2.1072216599,-1.0385004382,3.3813588491,204.0,9,0.7333805084,0.0007687047000000001,0.9687500000000001,0.0008826677,0.5277777778,-2.748384152235016,-3.664674886451777,-3.664674886451777,-1.0091706417,0.6344296179000001,0.5392861381,1.6534454630000002,-0.32936530140000003,381.0,2.4127055571,0.3248808019,1.1183144474,-10.5,39.0,1.1232677557,0.6436460329,4,2.1747953513000002,0.4197542956,1.6029370134,-0.2479429927,2.6423558891,0.4387781523,1.5975237973,-1.7548990617,0.5771144279,0.0925866473,2.2939890144,0.2587945604,1.4909873561,-0.6259129545000001,348.5,6.2,5.3,363.3333333333,3.4193912118,0.33358574690000004,0.41434753582038136,286.1666666667,291.8333333333,2.9416573935,0.3289076148,1.1826129857,5.6666666667,17.948482933,2.0410411286,0.3029693087,2.5323808147999998,-0.7545378212,-0.7825453315,0.6575248761,1.4997341610000001,0.3216496197,1.3422576549,0.0455997269,-0.6510112594,3290.2666666667,-1,9,4519.1666666667,0.820936714,0.33923751420000003
s409,2.1097793706,0.35374094110000004,1.6329787346,3.35,22.6086956522,0.2333333333,11.7,0.33333333330000003,-0.3997463753,-0.7492397272,3.9028969078999998,0.35335174410000003,2.1739440096,-0.6926375694,-9.048735259882378,-7.854091128830166,3.7216583721000003,0.2972600576,1.5165067352000001,0.8333333333,0.0,7.2916666667,0.1791666667,3,-0.0045000000000000005,-0.9583333333,7.25,0.1104018913,3,-0.0030827423,-1.7517730496000001,0.2105263158,0.2631578947,8.5,8.9,2.6815198796,0.5536570527,1.8866441363000002,-1.1125508156,0.4444444444,-1.2647089329,0.9218079008000001,-0.5629734621,4.194188013,2.841125296,0.21417212260000001,2.0342283602,-0.8893284577,4.1867508355,187.0,8,0.7082961082,0.0012391523,0.9926025391000001,0.0016923651,0.6388888889000001,-5.553730190361736,-4.625581180301964,-4.625581180301964,-1.1928423061,2.0527632789,0.4396125158,1.9337174156999999,-0.3874833653,349.1666666667,3.7112846897000002,0.32437270830000003,1.6233752894,4.0,69.5,,0.5922426608,13,2.0296708803,0.5615403242,2.088459287,-0.5041630099000001,3.1869418596,0.4533494434,1.6029872359000001,-2.0216262744,0.5405405405,0.1122265658,2.5311012907,0.3027444834,1.6079311836999999,-0.38675710360000004,305.0,6.0,5.7,251.8333333333,5.6970437266000005,0.3092838753,1.101202609754494,237.3333333333,253.5,4.3634994497,0.3569058182,1.8511783749,16.1666666667,16.2087621565,2.7384591319,0.3290635228,2.6815499701,-1.3543527808,-1.5781188934000001,0.16881313720000002,1.6758661275,0.3234756203,2.0440286637,-0.1885321396,-0.6387143731,1975.5606060606,0,11,4805.4166666667,0.8497311315,0.2050711358
s420,1.5222492615,0.3173895348,1.5115573425000002,2.5,35.2631578947,0.36666666670000003,20.0,0.33333333330000003,0.1111986628,-1.1392730124,2.2035848717,0.4110359765,1.7862785583,-1.1574128191,-8.373986753350852,-9.319010803812349,3.2960655232000002,0.3253780805,1.5264574191,0.6666666667000001,0.1666666667,8.5,-0.09166666670000001,2,-0.0053333333000000005,-3.25,14.375,-0.11820448880000001,1,0.0020174564,-2.6758104738,-0.0761073171,0.7094930700000001,9.1,7.7,1.6780923289,0.3799819406,1.9651043966000001,-0.8578769871,0.30555555560000003,-2.0285853703,-0.7595667351000001,-0.235643119,2.6928294713,1.9877709622,0.1690306238,1.818133192,-1.070541321,3.8243251091,220.0,10,0.6410208702,0.0009659589,0.6870723724000001,0.0013621814,0.6944444444,-3.664674886451777,-2.748384152235016,-4.609202534990781,-1.5090645562,0.8963430874,0.0532714542,2.0310071344,-0.16859539210000002,,,,,,,3.1153785655,0.6422481307,7,1.4301763232,0.3718404283,2.0924520268,-0.0438023772,2.1460581156,0.327973495,1.8499858537,-0.7330197930000001,0.45580110500000004,-0.0075988237,3.0584687025,0.3111122448,1.7256473438,-0.8118516153,420.5,7.8,5.7,382.1666666667,3.0002754854,0.3796573898,0.27787535419383047,356.6666666667,371.6666666667,2.9029449902,0.3248844449,1.5285103616,15.0,24.9308070763,3.1493845868,0.3133906893,2.8407702597,-0.7821885611,-0.768220884,0.07196989670000001,2.1791611142,0.36799025620000003,1.6926529034,-0.3924613926,-0.6005170854,2210.3796296296,2,7,3312.25,0.8217529209000001,0.3179942208
s421,2.3464028906,0.27695950610000003,1.184326197,2.7,39.0909090909,0.2666666667,22.5,0.4,-0.0761686325,-0.2566971379,3.2845717678,0.369331573,1.632223501,-0.5446341092,-7.431091164095845,-6.0639971761511235,4.003228401,0.2441263736,1.5981492362,0.5,0.1666666667,16.4583333333,0.22916666670000002,2,-0.0045000000000000005,-8.125,15.1666666667,0.0364812942,1,0.0038592518,-6.3073811931,-0.055308833700000004,0.9085467256,8.5,6.7,1.4853406306,0.3898156821,1.7667291176000002,-0.4697887805,0.1111111111,-1.9820353017,0.5111271956,-0.5616381195,3.4239749998,2.198367931,0.1663775642,1.6241476691,-0.6807759697,4.096807786,173.0,8,0.8157928467000001,0.0017959870000000002,0.88671875,0.0016432629,0.5833333333,-4.625581180301964,-4.625581180301964,-2.748384152235016,-0.8555286509000001,2.4211858514,0.3505276941,1.9751600152000002,-0.4967368495,268.1666666667,3.2428069116,0.4006609172,1.6620709066,31.0,195.0,-2.0755633171,0.3793708562,10,2.0800065403,0.47129232270000004,2.3520181415,-0.32071229030000004,2.0630917951,0.3535450422,2.3289304274,-0.8925557168,0.4187192118,0.028464770900000002,3.6042954037,0.2790815239,1.1379965669,-1.1760740035,295.0,6.3,5.5,226.6666666667,2.1986753955,0.3053407816,0.43789366064864654,236.5,242.5,2.3952194918,0.29968009,1.4269515212,6.0,58.6230042017,3.1759738314,0.2859146798,2.9053196602,-1.4466677943000001,0.0463878911,-0.22854292650000002,1.405127287,0.260085337,1.5281372573,-1.1113070315,-0.6485400104,2005.8452380952,15,9,2570.6666666667,0.85833508,0.517058028
s425,1.8082533839,0.3166574352,1.559669162,2.65,27.3157894737,0.36666666670000003,33.4090909091,0.2666666667,-0.40603594940000004,-0.6915980608000001,3.7729828508,0.3960296439,1.5090962359,-0.7604119165000001,-7.482449426162087,-7.973354060169115,6.4975509856,0.2919829263,1.8940676060000001,0.5,0.33333333330000003,7.9166666667,0.17500000000000002,3,-0.0046666667000000005,-3.6666666667000003,8.75,0.2971188475,3,-0.013939976000000001,-2.1651860744,0.45905321990000003,0.8203784198,8.2,6.1,2.5433373508,0.4107896482,2.4670390232,-0.0583550492,0.5833333333,-0.6904244289,-0.0639835887,0.0,5.3201349372,3.4174906910000002,0.0823060613,4.8366667093,-0.9575666758,4.0502743994,125.0,7,0.8235885620000001,0.0007136634,0.99921875,0.0010976759,0.8055555556,-6.449609932071972,-5.553730190361736,-5.553730190361736,-0.24175020060000002,1.476650799,0.6242985605,2.2532652573,-0.2219545326,248.1666666667,4.0404855735,0.2996477602,1.6296304068,-10.5,44.0,7.9541336193,0.5446675214,16,2.034607632,0.42338160020000004,2.160395707,-0.45246035710000004,3.4796064038,0.4244348116,1.5778040145,-3.0525688456,0.5392156863,0.11549051810000001,4.5965205431000005,0.2822557127,1.7134533359000002,-0.6410411303,287.0,7.2,5.8,326.8333333333,5.8501019351,0.3609602991,0.31706657702864166,214.8333333333,213.6666666667,4.489743777,0.3101769915,1.4667443359,-1.1666666667,5.7517823367,3.4246124747,0.379806733,2.0115315605,-0.5452538302000001,-0.7603708177,-0.8624708196,2.0695595163,0.3243219934,1.6386150641000001,-0.2226827934,0.3868952163,1772.2986111111,0,12,5576.0,0.213998563,0.3581534031
s427,2.0639085806,0.3302659455,1.196132564,3.1,37.7777777778,0.4,28.0,0.30000000000000004,0.10496987910000001,-1.1617487601,2.9002817913000003,0.4096659434,1.1800436811,-0.5987110016,-8.680372338809892,-8.569528080707046,4.7364162717,0.2666166566,1.9456857261,1.0,0.0,10.625,-0.1375,2,-0.0008333333,-0.9583333333,12.3333333333,-0.08094347460000001,0,-0.0026334165,-0.9761014131,0.3064672174,0.8306382164,8.3,7.7,2.1838754654,0.4408969753,2.6920840819,0.3323467767,0.8611111111,-4.0116608585,-1.8443391583,-0.36754262600000004,3.8033263406,2.5422318349,0.0993582957,1.818583107,-1.2083775268,3.5486526974,222.0,6,0.7554122925000001,0.0008289222,1.0,0.0012577632000000001,0.5555555556,-8.511264302067358,-8.511264302067358,-8.511264302067358,-0.9240551362,1.9577968663,0.4642077195,1.995977119,0.057910014200000005,343.5,2.6990422893,0.2724496106,1.1998486887,16.0,48.5,17.1454996007,0.4602496474,13,1.7452871233,0.4026628243,2.1904447651,-0.0948604831,3.1593018979,0.3931288289,2.375628739,-1.6067332054999999,0.5365239295,0.1199636461,2.7797767217000002,0.3211221676,1.0317267731,-2.4991248995,292.0,6.2,6.2,307.6666666667,3.0752619230000002,0.3344623923,0.032210697420306356,289.3333333333,290.5,2.8796851712000002,0.3069498587,1.0716510083,1.1666666667,3.4022212544,2.5714001563,0.3242801554,1.7335926679,-0.6050051437,-0.3262692802,-0.4630859088,1.8271099899,0.2908712176,1.9202721450000002,-0.25285596,-0.3422693854,2138.8054761905,10,7,3462.8333333333,0.5467039102,0.5648713336
s430,1.0852495126,0.1975521742,1.5635758115,2.05,29.6153846154,0.1333333333,16.0869565217,0.2333333333,-0.7328521089000001,-1.0810238502,3.4252647876,0.3403707858,2.1978127698,-0.0359585871,-6.351721384087475,-2.495676349776394,2.1832304407,0.251937063,1.4409998196,0.1666666667,0.33333333330000003,12.2916666667,0.0791666667,1,0.0008333333,-4.7916666667,9.0833333333,0.0772717991,3,-0.0036209924,-3.6101694914999998,0.1814291827,0.5479246898,6.5,6.0,0.9693272129,0.2771293255,1.841187073,-0.8496122534,0.0,-0.47977285900000005,0.8422193066,0.5536567586,4.21282142,1.9939139914,0.2146052994,1.5330962974,-0.6617687581,1.5388063010000002,117.0,5,0.8707984924000001,0.0011463783,0.9746093750000001,0.0013419236,0.4166666667,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7816300687000001,1.7802244033,0.4368191382,2.28016381,-0.5790327200000001,335.0,2.0244133425,0.3001038207,1.8649823685,-24.0,181.0,,0.5380925979,7,1.0512981796,0.5008517698,1.3845404732,-0.3046115367,2.0665908415,0.1446175268,2.658259284,-1.2611936068,0.4510385757,0.0635900124,2.4474988448,0.2584650897,1.9478126557,-0.3025545606,311.0,5.4,5.3,301.0,2.9212717048,0.3082836054,0.636792181172628,250.8333333333,250.0,2.7532813591,0.31609588990000004,2.0883607253,-0.8333333333,60.0858445245,2.0635152372,0.4072627239,1.6777806788,-0.6577735342000001,-0.1735980178,-0.1910236385,0.8315377177000001,0.0377108721,2.053625015,0.3086036272,0.2220464446,3032.125,3,3,4066.9,0.4262416183,0.2421250577
s441,0.8390948067,0.0745258345,1.7356577172,1.8,31.4,0.1666666667,27.1764705882,0.4333333333,-0.39822479050000004,-1.0073277864,3.6338843626,0.3261656374,1.9416146459,-0.6512181186,-8.423150177764295,-6.990309947322137,3.625845469,0.2849903952,1.4291782288000001,0.5,0.5,15.0,2.4980018049999996e-16,1,-2.7321894750000005e-17,0.0,11.8333333333,0.0153627312,0,-0.0005088397,-0.1564722617,0.07856859170000001,0.8046398882,8.3,7.3,1.5512956827000002,0.4390166011,2.2187495273,-0.2018139914,0.4444444444,-4.3241554098,0.4021528352,0.1932209246,4.933693088,2.4061037104,0.19281891310000002,1.6898760575,-0.8893284577,4.1867508355,217.0,7,0.7579256058,0.0013438107,0.79921875,0.0017645508,0.3611111111,-6.449609932071972,-6.449609932071972,-5.553730190361736,-1.3812022303,1.9073864316,0.49855710300000006,1.8151552921,-0.4902216056,296.6666666667,3.7721271601,0.2752269361,2.2699717897,33.5,55.0,,0.8005203462,8,1.3147331355,0.5803587634,2.0895955052,-1.044948535,2.8022583393,0.3519024831,3.6720170326,-0.3983659395,0.4701492537,0.0261794904,3.5317030753000003,0.33504740980000003,1.802511334,-0.7768264434000001,323.0,4.7,5.1,280.5,4.4495455523,0.3394060277,0.4547137137169421,211.3333333333,241.6666666667,3.5989166497,0.33266066510000003,1.3620310293,30.3333333333,35.2062643239,2.6687665123,0.3451358882,2.0028773314,-0.8916541576,-0.13478120200000002,0.40812863050000003,2.3849451979,0.341825221,1.8723441171,0.0391717956,-0.8930241286,2101.3541666667,-9,8,5842.2916666667,0.1123515379,0.2400188182
s442,,,,,16.192307692299998,0.1333333333,14.347826087,0.2333333333,-0.0805059199,-0.5776608991000001,1.2070463939,0.0258407992,2.0669257131,-0.24961207,-6.5559744617677405,-3.09459538756069,2.4806723401,0.2575984978,1.3390016268,0.0,0.33333333330000003,8.9583333333,-0.0375,0,0.0011666667,-0.2916666667,22.25,0.1303698435,0,0.0025775249,1.8215809795,0.1044394074,-0.1387239397,9.3,8.6,0.2016106373,0.0174248153,1.5705297002,0.4645816401,0.0833333333,0.9897182303000001,0.9918989762,-0.6118858827,1.6446285539,1.0300938688,0.0306231434,1.4532574684,-1.3199953136,1.8306348181,114.0,5,0.7632318497,0.0017736754,0.695666933,0.0020347135000000002,0.2777777778,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3589836387,1.31499461,0.38742833250000003,1.6383227828,-0.1663688301,,,,,,,,0.23066575520000002,2,,,,,1.4556292798000001,0.0491388384,2.9214694994,-0.1533738191,0.27329192550000003,-0.0155280842,2.0557254818,0.1452050526,1.9044880525,-0.7534974683,371.0,6.0,4.9,,,,,197.6666666667,288.5,2.0386052793,0.1276207573,2.0650169557,90.8333333333,30.3768548735,2.1513245785,0.3195378658,1.5105773090999999,-1.1545354602,,,,,,,,1699.5666666667,19,5,2776.5,0.1815193471,0.1918970506
s449,1.4346590486,0.24696270310000001,1.6401516533,3.3,35.7894736842,0.36666666670000003,23.85,0.33333333330000003,-0.1769464121,-1.2097703821,3.4154332379,0.36736382710000004,1.6923669296,-0.7120130774,-6.022379858592307,-4.630037377566487,3.2054258616,0.28082155400000003,1.4001329377,1.0,0.0,6.6666666667,0.09166666670000001,2,-0.0116666667,-1.6666666667,6.5416666667,0.0567621145,2,-0.0063497797000000005,-1.7920704846,-0.1263366831,0.8415413553000001,8.6,7.3,1.985686029,0.3647403878,1.8580987352,-0.2913715977,0.47222222220000004,-0.8715835433,-1.5196433927,-0.7558235790000001,2.4891999802,2.0839262017,0.1112284192,2.0020400908,-0.8742787237,3.2356769612,294.0,10,0.7626342774,0.0014512173,0.9,0.0020811163,0.8333333333,-6.449609932071972,-5.553730190361736,-4.609202534990781,-1.5930033773,1.944989373,0.37372705230000003,1.5484211933,-0.0249314814,515.6666666667,2.5649246878,0.1459202333,2.5096098962999998,24.0,-8.0,-1.9462782272,0.3871837302,17,2.1349869456,0.4295898963,2.2009411011,-0.2190898662,3.1478697581,0.40087374680000004,1.680081027,-0.5832773875,0.45208845210000004,0.053672218800000004,2.4145982315,0.2918710645,1.4794829483,-0.6946420471,351.5,7.2,6.2,333.8333333333,3.8800437227,0.337138139,0.5301227942815885,238.8333333333,301.5,2.9987009910999998,0.3097418252,1.6904496303,62.6666666667,80.5816091954,2.6475214466,0.2937986125,2.7451432574,-0.6706052741,-0.9807787762000001,0.1190942047,1.542667308,0.3120798604,1.5134148431,-0.0576281572,-0.26212305210000003,1343.4930555556,11,7,2510.0,0.1481889747,0.36252367620000003
s451,1.7823788702,0.28228174300000003,1.7645363336000002,2.8,33.15,0.33333333330000003,21.0526315789,0.36666666670000003,-0.6138311171,-0.41164684090000003,4.0862653737,0.3608353937,2.5859650988,-1.5133817898,-10.70374789485229,-9.056748419636632,4.9481614742,0.2777207101,2.4274069959,1.0,0.0,7.1666666667,0.17500000000000002,2,-0.0033333333,-4.1666666667,11.2083333333,0.0728125,1,0.0014125,-4.446875,-0.2929504469,0.8424824158,8.1,7.7,3.0095951626,0.5990016956,1.8310595295,-0.6038224784,0.6388888889000001,-2.1515407731,0.4942963547,0.0,5.3201349372,3.9991187864,0.2106277758,3.860505744,-0.7017421781000001,4.5619233948,284.0,6,0.8120998382,0.0008232849000000001,1.0,0.001004076,0.6666666667000001,-8.511264302067358,-7.365900695568905,-6.449609932071972,-0.27338127570000004,1.6707074990000002,0.40400114670000004,2.2580318128,-0.4806957047,327.1666666667,3.6587900525,0.3443832979,1.4824980915000001,12.0,46.0,2.9855971223,0.5720845845,15,1.7073391535,0.7000781378,1.8792300773,-0.4693343586,3.5821662831000003,0.48010384250000004,1.7334312606000002,-1.4449062688,0.6136919315,0.1058210005,3.0546419615,0.3131923742,1.848787951,0.6012805847,334.0,5.1,4.8,282.1666666667,3.2027374107,0.2973433415,0.9527535768718588,254.5,268.1666666667,3.1139017828,0.34072253220000004,1.817038318,13.6666666667,27.9276933149,2.4513581698999998,0.35153702470000003,1.5394113665,-0.41098651,-0.6926723671,-0.39976727910000004,1.7865498662000001,0.34938728480000003,2.0877970906,-0.12195514610000001,-0.2763224191,2854.575,-2,10,5443.25,0.8526234898,0.4166756709
s453,0.2863629238,0.059057255,1.7539836618,1.25,23.5,0.2666666667,34.375,0.4666666667,-0.4570057065,-0.4069995769,3.4320048971,0.2614101755,3.5041659992,0.0223018796,-6.229260624286584,-3.44236657394858,3.8556666794,0.3667839268,1.5035520255,0.1666666667,0.33333333330000003,14.7916666667,-0.0208333333,0,-0.0008333333,0.2083333333,21.6818181818,0.1528571429,0,0.0038857143000000003,0.6714285714,-0.0862998558,0.757841459,6.9,4.1,0.6968431957,0.36887624890000004,1.7113466803000001,-0.37804679820000003,0.0,-2.1875115584,-1.6513253773,-0.8209008483,2.887653143,1.5383121958000001,0.2448255251,2.130580818,-1.070541321,3.8243251091,107.0,9,0.9735351562000001,0.0027045476,0.977734375,0.0030724254000000003,0.3611111111,-1.3862943611198906,-2.067339257049917,-1.3862943611198906,-1.0186404998,1.6499154469000001,0.3976272592,1.922077653,-0.0655536823,,,,,,,,0.6563796772,3,1.085872399,0.49773625380000003,1.6116999244999999,-0.37482685790000003,2.6473318055,0.4049155225,2.2436541031,-0.8790684722000001,0.3955223881,0.009862417,2.3892058228,0.3317635867,1.8958833039,-0.08666763870000001,388.5,5.1,4.8,294.0,2.9164915222000003,0.42370259460000004,0.487506257873112,334.3333333333,306.0,1.3620157117,0.349091564,1.5034361435,-28.3333333333,119.150948603,3.1102376771,0.345482457,3.298439873,-1.0591504596,,,,,,,,1890.2516666667,2,8,3717.8333333333,0.8562071306,0.32643855780000003
