,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,writing_task.neutral_probability,writing_task.positive_probability
s450,1.5497384735000002,0.3287900541,1.5878008602,3.15,-31.9583333333,-0.2,742.0,-25.9545454545,-0.2666666667,541.0,-0.1421911759,-0.7768484804,5.4213016241,0.41330887720000004,2.2958033051,-0.1996696113,-0.0018009068480000002,-0.016078990811000005,-0.2560898438,4.2965426959,0.2582423673,1.2622951028,0.8333333333,-0.0,6.0416666667,-0.0625,2.0,-0.0081666667,-2.7083333333,6.1666666667,0.0079764903,2.0,-0.0080142737,-0.9363979849,-0.1374406363,-0.9550444665000001,7.2,6.8,2.1303745299,0.5259267946,2.2678880104,-0.6647465479,0.0,-0.35805646,3.1247417605,0.9886363636000001,2.6724587843,0.0007052627,2.2134947528,0.9142857143,148.0,8.0,0.888521862,0.0017309969000000001,1.0,0.0018450159,0.7222222222,-0.06403124240000001,-0.06403124240000001,-0.158113883,-0.760676373,1.7698891782000001,0.3851944358,1.9780871863,-0.1229455054,-356.0,3.1233872582,0.3192376798,1.5621574209,-70.0,115.0,-15.5979053517,21.3971561364,0.44247084940000003,16.0,1.4406129894,0.6075649369,1.8065156670000002,0.0139231458,2.753504172,0.4321354898,2.4855726974,-1.4631267465,0.5481481481,0.0547134593,3.7763225463000003,0.2850642483,1.228911798,-0.6454621260000001,310.0,7.3,7.2,-271.8333333333,3.4003394016,0.3439700643,1.5871578095999999,2.5698312687,0.3382038812,2.3319440834,-0.7420267669,-0.8923371531000001,-0.0551110031,1.7500391830000002,0.3638032456,1.7470884712,0.5388437394,-0.22505311800000002,1531.8466666667,-9.0,8.0,3743.4166666667,1.3862943611,1.1349799328,0.8126815854,0.39291361810000003
s451,1.006683969,0.00031804260000000003,2.0504151703,2.15,-39.7368421053,-0.36666666670000003,715.0,-20.2380952381,-0.30000000000000004,400.0,-0.5124017942,-0.9700767765,2.7581628342,0.3873133704,1.6000616024,-0.9037652208,-3.02162e-05,-0.0017713318,-0.0106191406,5.2383152497,0.3071032265,1.9357016579000001,0.8333333333,-0.0,13.9583333333,0.0625,1.0,-0.0028333333,-2.625,15.5416666667,0.0104761905,1.0,-0.00015238100000000002,-3.9380952381,-0.1580180448,-0.7129976663,7.4,8.3,3.0136908963,0.49070211280000003,2.1289555649,-0.6077626712,0.8055555556,-0.87425163749,4.9243387692,1.0,3.4193780464,0.2195960803,3.4905660543,0.8857142857,238.0,8.0,0.7293655396000001,0.0010473463,1.0,0.0010621789,0.6388888889000001,-0.0015811388,-0.0015811388,-0.009797959,-0.9685463581,1.9969247561999999,0.4620883686,1.5280794826,-0.6743543550000001,-359.1666666667,3.3095007804,0.3529180129,2.2194499333,-6.5,99.0,-4.1590127806,11.566940189,0.6377633009,15.0,2.0402096708,0.4696194475,1.728600654,-0.6162650912000001,4.0157068306,0.4760801566,2.2061015281,-1.0510734233,0.43627450980000004,0.0839289227,3.2785956978,0.3157384856,1.4002305138,-0.43823673220000003,337.0,4.9,6.1,-317.6666666667,3.4730072661999998,0.3323982613,2.3861203841,2.5071851513,0.3157007352,1.9353167546,-0.8216069932000001,-0.0703953531,-0.8659401078000001,2.4900964053,0.4214455554,2.1143293225,-0.3355347399,0.5808203297,2855.9555555556,-2.0,6.0,4804.6363636364,2.0951879932,2.3006319674,0.51847973,0.176661702
s453,1.3235881894000001,0.1519163911,2.1230880583,2.35,-39.0909090909,-0.2666666667,820.0,-30.5263157895,-0.36666666670000003,570.0,-0.2015841384,-1.0440080869,3.1176222622,0.468983831,1.9385085320000002,-0.15240490610000001,-0.001484083584,-0.010238873896000002,-0.2560898438,3.8290122288,0.3355274335,1.6851084764,0.33333333330000003,-0.0,10.0,2.7755575619999997e-16,1.0,-6.938893904000001e-18,4.440892099e-16,24.2083333333,-0.1130550622,0.0,-0.0026394316,-0.9915630551000001,-0.2404509347,-0.3458355135,8.9,8.9,1.5490564165,0.4430445586,2.0615955368,-0.060120411000000006,0.0555555556,-0.9950218273,-0.5336436586000001,0.7155172414000001,1.9654635312000002,0.26924385840000004,1.4866313247,0.7650793651000001,113.0,10.0,0.7586198807000001,0.0009973241,1.0,0.0016370174,0.47222222220000004,-0.06403124240000001,-0.06403124240000001,-0.06403124240000001,-2.1655087879,1.5958303823,0.4856047833,1.4405817963,-0.0244829435,-319.79666666667106,2.692398311419999,0.32110913778600003,1.5994596930249998,-13.065,54.165,-5.2974742799,6.0056123623,0.647701198,6.0,1.0689403346,0.6029798045,2.02333463,-0.23118306190000001,2.8588582512,0.4286114682,1.7670282113,-1.5886191753,0.4154228856,0.0534652054,3.258193344,0.3328768791,1.4357201902,-0.2444893424,380.0,5.9,4.9,-237.6666666667,3.469285372,0.3625283025,1.6920341630000002,2.1870948761,0.49374383780000003,1.784759435,-1.6247562814,-0.2869624011,-0.241319788,0.7445790357000001,0.2389558689,1.8348885791,-0.5771273123,-0.42163819020000004,1612.4242424242,-2.0,11.0,5918.0833333333,0.5678916972,0.9733568053,0.9166965387,0.1534768705
s456,0.6743119551,0.018247130900000002,1.562269396,1.3,-25.0,-0.30000000000000004,500.0,-26.5789473684,-0.36666666670000003,475.0,-0.0765163112,-1.0347513642,4.013681203,0.3831789554,2.2957673647,-1.1554702969,-0.0016009205,-0.002521286,-0.0014824219000000001,2.0130391882,0.26145633620000003,1.2994155988,0.6666666667000001,-0.1666666667,19.2916666667,0.22916666670000002,2.0,-0.014833333300000001,-7.125,6.4166666667,-0.0016949153,0.0,-0.0024096386,-0.2838472534,0.0290088098,-0.5355575654,6.7,7.0,1.4039336113030003,0.4202853968490002,1.9286019824779999,-0.4232771106900002,0.2777777778,-2.084529421033,-1.0725229997519996,0.8386293574449999,1.847562129742,0.11616467501700002,2.069951700571,0.6571428571,113.0,9.0,0.7262480736,0.0007537971,0.7526407838,0.0008973645000000001,0.47222222220000004,-0.009797959,-0.06403124240000001,-0.158113883,-1.1459588774,1.5166341292,0.4642095027,1.418925086,-0.5342061906000001,-273.1666666667,2.1565490404,0.2379430425,1.5161084797000002,16.5,125.5,2.2043251440839993,-1.8721548235270005,0.4505768973,10.0,1.3596626136,0.5266033266,2.1349860838,-0.6606574347,1.8622947791,0.44443710620000004,1.8381204477000002,-0.44535043150000003,0.4746192893,0.1019174771,1.6745500488,0.23478778250000001,1.5659407220000001,-0.6592862758,335.0,5.7,5.1,-244.8333333333,1.9008323401,0.219705003,1.8351178161,2.1392389853,0.3759203406,1.9292598583,-0.6821538486000001,-0.4374970925,-0.5213010659,1.2229782568,0.3736593656,1.6752443557999999,-0.0460643066,0.339950833,3664.1520833333,-2.0,7.0,4006.6666666667,0.17769425270199996,0.41602956906700017,0.8060803131000001,0.3561214143
s459,1.0060070151,0.25954717990000004,1.6228605150000002,1.9500000000000002,-6.2692307692,-0.1333333333,158.0,-5.1785714286,-0.0666666667,140.0,-0.6540638468000001,-1.3046032842,3.1861759229,0.3123698076,2.2331191111,-0.6470076105,-0.0016526117440000005,-0.0111574707,-0.1528662109,2.9808060702,0.2998520329,1.4413695403,0.6666666667000001,-0.33333333330000003,12.3333333333,-0.0166666667,1.0,-0.001,-3.75,8.7916666667,0.058769742300000004,0.0,-0.0014139651000000001,-0.7406483791,-0.1787987822,-0.5867699972,7.8,7.0,1.6510869912000001,0.5058333439,1.7117780513,-0.1478425675,0.0,-0.0058176745,-0.7313564913,0.6439393939,2.1058879318,0.3071579448,1.6375584188999999,0.6285714286,123.0,5.0,0.7500877380000001,0.0016015729,0.7776842117,0.0014468802,0.5833333333,-0.06403124240000001,-0.06403124240000001,-0.06403124240000001,-1.3554799642,1.6862089039,0.33489686820000003,1.9671061897,0.1504018301,-277.6666666667,2.7563484832,0.280225163,1.4160956179,-48.5,85.0,2.2389600126,3.3358788511,0.5782953093000001,12.0,1.2050421347,0.5626770004,1.4368246009,-0.6268351439000001,2.2534708446,0.35294169810000003,2.230015481,-1.4567875373999999,0.5098522167,0.0640730763,2.6691177488999998,0.295906887,1.2934432669,-0.5688586668,327.0,6.3,7.9,-245.0,2.9480863507,0.31636945650000003,1.5876604556,1.9456554696000001,0.3757656699,1.6428814915,-2.1467811811,-0.8741191837000001,-0.18945032320000002,1.5393827649,0.3847875604,1.4434385075,-0.1678757333,-0.2384424458,2126.7016666667,-4.0,8.0,4656.4166666667,-0.0430417513,-0.0430417513,0.4377562331,0.7594474232
s461,0.9419988377,0.21653418200000002,1.417628938,1.8,-18.8461538462,-0.1333333333,470.0,-9.3181818182,-0.2666666667,200.0,-1.0297541791,-0.3524224937,4.9879311936,0.42686520840000003,3.2583831239,-0.1084428011,-0.0021575573,-0.0062747192,-0.0079033203,5.675242132,0.2728717475,2.1662124046,0.5,-0.1666666667,7.625,0.0041666667,1.0,-0.0018333333,-1.875,7.8333333333,-0.0757683215,2.0,-0.0043687943,-1.9089834515000002,0.1079307456,-0.886428372,6.9,6.5,1.6533931283,0.4519859885,1.6424246304999999,-0.475008207,0.75,-1.7157666062999999,-1.1552781418,0.875,2.6940406623,0.1680234219,2.2832142999,0.9714285714,153.0,6.0,0.7385105133000001,0.0011846006,0.9598880768,0.0012976711,0.5833333333,-0.0038729833,-0.009797959,-0.0256124969,-0.552757218,0.9678135551,0.5251314147,1.855873848,-0.6542513366,-387.1666666667,3.9608971759,0.28327782020000003,1.8671861214,-47.5,32.0,-18.1175353574,24.5654662541,0.5854811429,10.0,1.7222053155000001,0.5622890716,1.563373376,-0.1628002755,2.4980228579,0.5103546648,2.0962365828,-0.2879399361,0.5260545906,0.1134917998,4.9215530787,0.3686474428,2.4229743714,-0.0176854494,291.0,6.2,5.0,-244.3333333333,4.2709769215,0.2957573982,2.2214848654,3.2491675762,0.5145723845,1.9646774563,-1.9756510506,0.3338298153,-0.48343684680000004,2.1510448931,0.31249470220000003,2.4315951515,-0.5024609137,0.4266872769,2338.3375,-15.0,6.0,2331.4166666667,-0.1940376502,0.6326409230000001,0.532143099,0.23998473990000002
s462,0.7185685536,0.043151152500000005,1.7284932069,1.55,-21.125,-0.2,487.0,-8.3703703704,-0.1,220.0,-0.42116137152400007,-0.7916322210169998,2.868616542821999,0.356611096882,1.9867300334959999,-0.7110160084969999,-7.80065e-05,-0.0029641876000000003,-0.024100585900000002,2.4772076489,0.28485234130000003,1.5818971177,0.1666666667,-0.33333333330000003,14.5,0.05,1.0,-0.0043333333000000005,-5.0833333333,16.0833333333,0.049848331600000004,0.0,8.61476e-05,-1.121536906,0.0278288156,-0.9562267319000001,6.3,6.4,0.2174149245,0.19759483460000002,2.2098090683000002,0.1150737467,0.0555555556,-0.5041429648,-0.7352163182,0.6912972085,1.7713205297,0.0211217242,2.4827273428,0.6444444444,168.0,10.0,0.6388552904,0.0013530346000000001,0.7451288223,0.0018639020000000002,0.5555555556,-0.009797959,-0.1265219767,-0.05960562897000001,-1.0516340380579998,1.3243740695629995,0.40768775040400007,1.7679615274469997,-0.3321306426300001,-324.1800000000061,2.3770000624770002,0.315154720573,1.4342849846259997,-11.72,47.48,4.169769055279999,-1.4655570066119998,0.8624257218,10.0,0.8104936732,0.42986378810000003,2.2801743902,-0.3333650767,1.7627068186,0.4027053564609998,2.7838689071,-0.7117307629,0.41624365480000003,0.07366598320000001,1.560877911,0.26000507570000003,1.4494641028,-0.4094906185,306.0,4.8,4.4,-277.418333333333,2.27079714142,0.303210549973,1.685568735578,1.6906336664000001,0.372329089,1.8344067452,-1.337444746,-0.0386166785,-0.1406778025,0.7874218551000001,0.152092885,1.8141426701,-0.24948072500000001,-0.24412786720000001,2648.8666666667,-1.0,7.0,4602.5,0.16208567807100008,0.2969160862000002,0.6542605562,0.1995555068
s467,1.029417639,0.3349457972,1.483840748,2.0,-16.2,-0.1666666667,387.0,-17.875,-0.2,412.0,-0.5278768583,-0.6559123478000001,4.0030352537,0.40732041500000005,2.0539535774,-1.2368428682000001,-0.002300002275,-0.016033136900999997,-0.1833554688,3.5680074659,0.34062461180000003,1.3530840725,0.0,-0.8333333333,12.0416666667,-0.0291666667,1.0,0.0031666667,-1.2916666667,7.2916666667,0.0951041443,2.0,-0.0015069787,-2.028022332,0.1787792867,-0.7385464856,5.6,3.3,2.4349214214,0.3318428339,2.0443460449,-0.7894545111,0.0277777778,-2.3416729153,-1.3917340489,0.9375,2.6684883436,0.2563362315,2.5511632090000003,0.9714285714,181.0,7.0,0.6438240051,0.0008910011,0.65,0.0017257695,0.5833333333,-0.09181763151100002,-0.076439276173,-0.10009405659300005,-1.8950865429000001,1.3185706566,0.4371687044,1.577867424,-0.4360253291,-275.8333333333,3.0467443323,0.3712823397,1.615241077,-32.5,150.5,-3.1941004024,5.1069855327,0.4276950095,2.0,1.8256754189,0.5567997722,1.9746435911,0.0235915335,2.8761539743,0.4359565761,1.6697121636,-2.9151188601999998,0.4183168317,0.040202439900000005,3.8384794811000003,0.3484645622,1.7752392757000002,-0.6571364111,286.5,5.5,5.4,-226.3333333333,3.6524096427,0.40814400900000003,2.1004201704,2.8210203341,0.3581968384,1.9451136383,-1.3811904561000001,-0.3504629745,0.5818970909,0.5597227224,0.0621145954,1.8605740168,0.1210269816,-1.1281815644,3424.3761904762,-1.0,6.0,5546.0,-0.16158565830000002,1.0911773102,0.5636077225,0.6444832007
s468,1.1527621825,0.22781123150000002,1.0816450702,1.1,-39.3333333333,-0.30000000000000004,777.0,-25.8823529412,-0.4333333333,417.0,0.2075746231,-1.4013652303000002,2.081406293,0.3501172803,1.4628635444,-0.9072283193,-4.3599e-06,-4.2168e-06,-0.0006933594,2.4251662517,0.2213806389,1.0838701863,0.6666666667000001,-0.1666666667,11.625,0.10416666670000001,2.0,-0.024166666700000002,-6.0416666667,6.125,0.0906862745,0.0,-0.0021666667,-0.9901960784,-0.21054103170000002,-0.3604082203,7.7,4.9,0.4686220759,0.3978333596660001,1.5960524868000001,-0.272529721,0.8611111111,-1.7276713465269997,-0.5476010254040001,0.8296372249559996,1.8237744849559996,0.12814978318199996,1.816573377677,0.6222222222,130.0,9.0,0.6772982836,0.0012811597,0.6381545067000001,0.0015206618,0.5277777778,-0.0002011893,-0.0002011893,-0.0008898748000000001,-1.3170641097,1.1269402234,0.3823009103,1.7849163601,-0.3819153141,-323.05666666666906,2.385869629224001,0.3162646131379999,1.3842120129990005,0.09499999999999993,55.555,-6.8757261775,8.0384128492,0.7496762738,6.0,0.7623573424000001,0.2264773997,1.6279013815,-0.059044289800000004,1.8875229931000002,0.3795388907209999,2.1286721982,-0.7991048049,0.3290816327,-0.0045713897,1.8058459465,0.3138673859,1.4989897964,-0.1193203854,282.0,7.1,6.0,-284.673333333332,2.334049834426001,0.3037029933980001,1.6487621672280006,2.1960399438,0.2770529674,2.0692713636,-0.8146102148000001,-0.4182424722,-0.1409649432,1.0443579272,0.0913923194,2.0507226978,-0.057337871400000004,0.0544564269,1846.0277777778,-12.0,7.0,3889.6666666667,0.5456903267699998,0.7262874826439998,0.8641007274,0.3005941055
s469,0.8316169897,0.2928631111,1.3575601013,1.7000000000000002,-25.8333333333,-0.2,585.0,-13.6956521739,-0.2333333333,300.0,-0.9744912482,-0.6786006015,4.0515229942,0.4377533696,2.1320462851,-0.5393531659,-0.0019628162,-0.01732677047200001,-0.09714691651099999,5.9731353351,0.2744112778,2.0456017396,0.1666666667,-0.5,17.0833333333,0.125,1.0,-0.0016666667,-2.5,17.875,0.0467735348,0.0,0.0054302634,-1.7771084337,-0.0313445314,-1.1247700844,6.3,5.4,2.690088519,0.4419597235,1.8094787706000002,-0.5735367605,0.0,-0.1079590292,0.9318871675,1.0,3.3002612643,0.28454381300000003,2.3252826494,0.8857142857,222.0,8.0,0.7259790421,0.0012726102,0.8725616455,0.0017990564,0.5833333333,-0.158113883,-0.158113883,-0.158113883,-0.9138493439,1.9808583087,0.39541432460000003,2.0718339472,-0.6599972262,-299.5,3.8594956608,0.2968341162,1.9246080005000001,25.0,116.5,9.5935780524,-6.9697203367,0.5117351171,14.0,1.7116665432,0.4345932087,1.5894506223,-0.4317383482,3.417610302,0.432277132,1.5829124488000001,-1.7592326218,0.5465686275,0.0824397399,3.1678144253,0.29655417430000003,1.2594342547,-0.6718529167,309.5,6.1,6.0,-264.1666666667,3.6756514044,0.3270965933,1.6417476500000001,2.929567612,0.4074971999,2.0578247308,-1.6046689119000002,-0.36946503880000003,-0.023501858100000002,1.9338489139,0.32569338670000003,1.7379840297,-0.0609255983,-0.4683720471,2439.3642857143,-12.0,5.0,5099.6666666667,-1.0764903716,-0.2498117984,0.8324493087,0.5012340848
s471,0.6943090743,0.0047776268,1.5511306183,1.9,-30.0,-0.33333333330000003,579.0,-24.4705882353,-0.4333333333,394.0,-0.3191565088,-1.4250202492000001,3.2480575886,0.32798636410000004,2.2795125523,-0.7154572509,-0.006017352100000001,-0.009490089243,-0.07229281983299998,3.2284562654,0.2793643274,1.5450713093,0.0,-0.6666666667000001,14.75,0.075,1.0,-0.006,-0.75,17.7916666667,0.0085714286,1.0,-0.0022761905,-3.5857142857,0.1695965364,0.15421938570000002,6.8,5.0,1.2147040381,0.4621372473,1.6464301036,-0.7651999700000001,0.1666666667,-3.4954416489,-3.0165024772,0.75,2.0470450081,0.0695030975,2.2728564729,0.9619047619000001,100.0,4.0,0.7242507935,0.0015028700000000001,0.7269584656,0.0014840076,0.5555555556,-0.0256124969,-0.06403124240000001,-0.0636371852,-2.5360679152,1.0138412294,0.3566417516,1.4568257457,0.3070162574,-260.8333333333,2.2563696644,0.31050803600699994,2.314489031,14.0,7.0,8.7765643621,-6.7913798165,0.7428714658000001,7.0,0.7522058683,0.5268529784,1.7659408663,-0.5451058485,2.9786471983,0.4959505616,1.9155030884,-1.6985627578,0.41439205960000003,0.0228259692,3.1137824338,0.280668065,1.9025863612,-0.5379995979000001,375.5,5.7,5.3,-154.0833333333,3.6158490085,0.3682713393,1.8348622974,2.0435991296,0.4398951182,1.9481400628,-2.1618035877,-0.5620154975,-0.17704185890000002,1.5208937369000002,0.3273538104,1.5614704715999999,-0.23623155070000001,-0.1420620064,2789.8866666667,-6.0,8.0,4624.1666666667,-1.2637567367,0.7172447321000001,0.8348524595,0.6225294788
s473,1.0299051605,0.3159545834,1.5700059052,2.65,-54.2352941176,-0.4333333333,871.0,-30.45,-0.33333333330000003,578.0,-0.5691805561000001,-1.3095880960000001,3.602825822,0.3701258933,2.1385901939,0.1258738401,-2.26777e-05,-0.0003146534,-0.0013295898,3.7555544100000002,0.2712933918,1.9528522403,1.0,-0.0,10.0,0.0666666667,3.0,-0.0026666667,-1.9166666667,10.0,-0.0373674912,1.0,-0.0004946996,-0.7517667845,0.0465345484,-0.7328926021000001,8.0,7.1,2.4981652956,0.37885464090000004,1.8331144558,-0.9407174930000001,0.8333333333,-2.6198661546,0.06539510792199997,0.9181883845970001,1.9063471759000001,0.1511848157,1.5035866966,0.9142857143,207.0,5.0,0.8496757507,0.00199196,1.0,0.0022297972,0.6388888889000001,-0.0002011893,-0.0002011893,-0.0006324555,-0.8024110129,1.8977037844,0.3682439867,2.0307299257,-0.3173483485,-335.0,3.4492480642,0.2810136238,1.2278356394,-34.0,13.5,5.018293534714,-1.9810646235249996,0.3376973789,18.0,1.7618564654000002,0.4286734317,1.9456738900000001,-0.1739816838,3.0200272308,0.38428084370000004,1.6082091563,-1.6773754907,0.48635235730000004,0.0661135686,4.1703165245000005,0.3070317285,1.5387874018,0.06914266940000001,358.0,7.1,6.6,-223.6666666667,4.3357505837,0.2653071052,1.9463428896,2.9706959494,0.2914159925,2.3644356398,-1.2609035185,-0.2953988483,0.1647356838,2.0242026496,0.3632671971,1.6370956888000001,-0.3369478797,-0.3786605966,1759.9833333333,-15.0,6.0,2541.0833333333,3.2139059402,1.9657619176,0.2029161739,0.5657648364
s475,0.872653608,0.0932479865,1.6905050187000001,1.75,-19.2222222222,-0.1,508.0,-14.96,-0.1666666667,357.0,-0.4146857282,-0.9381424135,3.0800289526,0.39102651380000003,1.5954076123,0.1620950767,-0.0005159858,-0.00048630710000000004,-0.067438691108,3.1881598137,0.29368849550000004,1.3543017119,0.0,-0.8333333333,5.7916666667,0.0125,2.0,-0.0041666667,-1.2083333333,5.375,0.024264705900000003,0.0,-0.0009705882,0.0416666667,-0.203929559,0.0918934653,8.5,7.3,1.6647106624,0.4629771955,1.8061259731,-0.6893414629,0.0,-1.9616828738,-0.06860923000000001,0.9147727273,1.7418367083000001,0.0003402622,1.5781138007000002,0.9142857143,143.0,9.0,0.6336494684,0.0017115589,0.6910768509,0.0016652069000000001,0.5,-0.06403124240000001,-0.0256124969,-0.061372075812999985,-0.40655255360000003,1.4519822073,0.40932940560000003,1.7420182105,0.2524909429,-317.2683333333422,2.5957204949570003,0.32615833191,1.514364239393,-10.57,52.675,2.753309890895999,1.752020786754,0.4464076571,2.0,1.5502157835,0.539243406,1.7216929194000001,-0.1142948211,2.5889746869890007,0.4343932038839998,1.811718753367,-1.4225068717390001,0.43574560246,0.04209703220000001,2.9834623351,0.3399669064,1.1312966956000001,-1.7172174608000002,299.5,5.3,5.2,-345.75,3.8434805679,0.3824639436,1.1406095354,2.0227552992,0.4019839087,1.7683051583,-1.0369882758,-0.0675391014,-0.1904487124,1.1311778236,0.08609819090000001,1.9932762722000001,-0.7788637694,0.1846579414,2585.34375,-6.0,6.0,3986.75,-0.0501497837,0.1321717731,0.1750609719,0.1520313703
s477,0.9047364001,0.0474683061,1.2600351898,1.45,-30.4782608696,-0.2333333333,664.0,-36.1666666667,-0.4,615.0,0.1300429263,-0.8019071107,3.5661006784,0.3322946124,2.2669031614,-0.334106169,-3.23192e-05,-0.0001618938,-0.0011523438,4.0932472964,0.2533297979,1.317560844,0.33333333330000003,-0.5,13.2916666667,-0.0791666667,0.0,-0.0015,-0.45833333330000003,19.6956521739,0.0691791045,1.0,-0.0012910448000000001,-2.572761194,0.0715559752,-0.7987094743,6.1,4.2,1.8052586211449995,0.3963079128499999,1.878897345527999,-0.47357201616900046,0.7777777778,-3.7030031671,0.0679941543,1.0,2.4630951217,0.1472009855,1.4671136649,1.0,192.0,6.0,0.7196039200000001,0.0018328192000000001,0.8773010254,0.0020847071,0.5844444444489999,-0.0006324555,-0.0015811388,-0.0015811388,-1.4128474229,1.7469342792,0.3835138077,1.2787543165,-0.6329363131,-274.3333333333,2.9133336598,0.2810413487,1.5935976299,8.0,183.5,8.730179766100001,-7.1082636327,0.6027511185000001,7.0,1.477879042240999,0.4692066014049998,1.8761777538420004,-0.3741213818110001,2.3991592875,0.3612375892,1.2954362938,-1.9537891283,0.3970588235,0.040073445,2.7880471861,0.31197092730000003,1.3243522218,-0.6768733730000001,303.0,4.0,4.4,-255.3333333333,2.9401730102,0.22899102240000002,2.0672297958,3.9876130431,0.2698270612,2.2294410695,-0.7772964298,-0.3363602638,0.2428577519,0.46770465710000003,0.0137884552,1.5432911936,-0.3548284443,-0.5860567957,1954.8788888889,-16.0,5.0,2314.25,-0.5180310075,0.0544881853,0.1397758561,0.1232259717
